year,mgmt_area,fishery,fishery_type,gear,whole_pounds
2010,SSEO,C06B,Sablefish Incidental,Longline,8.1633
2010,SSEI,I25B,Lingcod Incidental,Dinglebar troll,18.3673
2010,SSEI,Y06A,Directed,Longline,24214.2858
2010,SSEO,Y06A,Directed,Longline,1754.0816
2010,SSEO,Y06A,Directed,Longline,36253.0613
2010,SSEI,Y61A,Directed,Longline,1030
2010,SSEO,Y61A,Directed,Longline,1047.9592
2010,NSEO,I25B,Lingcod Incidental,Dinglebar troll,60
2010,EYKT,I25B,Lingcod Incidental,Dinglebar troll,159
2010,EYKT,B06B,Halibut Incidental,Longline,111
2010,EYKT,B06B,Halibut Incidental,Longline,7399.5
2010,NSEI,B06B,Halibut Incidental,Longline,473.86
2010,NSEO,B06B,Halibut Incidental,Longline,2299
2010,NSEO,B06B,Halibut Incidental,Longline,1256.64
2010,EYKT,C06B,Sablefish Incidental,Longline,243
2010,NSEO,C06B,Sablefish Incidental,Longline,79
2010,NSEI,C61A,Sablefish Incidental,Longline,183
2010,SSEI,Y06A,Directed,Longline,136.7347
2010,CSEO,B06B,Halibut Incidental,Longline,6.42
2010,CSEO,B06B,Halibut Incidental,Longline,70.62
2010,EYKT,B06B,Halibut Incidental,Longline,6932.2
2010,EYKT,B06B,Halibut Incidental,Longline,26594.42
2010,NSEI,B06B,Research,Longline,12.3
2010,NSEI,B06B,Halibut Incidental,Longline,2150.8703
2010,NSEO,B06B,Halibut Incidental,Longline,258
2010,NSEO,B06B,Halibut Incidental,Longline,1180.13
2010,NSEO,B06B,Halibut Incidental,Longline,6614.62
2010,SSEI,B06B,Research,Longline,2.7
2010,EYKT,B61B,Halibut Incidental,Longline,618
2010,EYKT,B61B,Halibut Incidental,Longline,396
2010,EYKT,C06B,Sablefish Incidental,Longline,1154
2010,EYKT,C06B,Sablefish Incidental,Longline,521.26
2010,NSEO,C06B,Sablefish Incidental,Longline,222.74
2010,EYKT,C61B,Sablefish Incidental,Longline,3
2010,EYKT,I25B,Lingcod Incidental,Dinglebar troll,1178
2010,EYKT,I26B,Lingcod Incidental,Mechanical jigs,1300
2010,NSEI,M06B,Misc Incidental,Longline,146
2010,NSEI,M06G,Misc Incidental,Longline,111
2010,SSEI,B06B,Halibut Incidental,Longline,1014.2857
2010,SSEI,B06B,Halibut Incidental,Longline,668.6336
2010,SSEI,B06B,Research,Longline,1105.29
2010,SSEI,B06B,Halibut Incidental,Longline,4913.7265
2010,SSEO,B06B,Halibut Incidental,Longline,154.0816
2010,SSEO,B06B,Halibut Incidental,Longline,105.102
2010,SSEO,B06B,Halibut Incidental,Longline,3103.6735
2010,SSEO,B06B,Research,Longline,2860.71
2010,SSEO,B06B,Halibut Incidental,Longline,4424.3368
2010,SSEI,B61B,Halibut Incidental,Longline,9
2010,SSEI,C61C,Sablefish Incidental,Longline,5
2010,SSEI,C61C,Sablefish Incidental,Longline,61
2010,NSEI,M06B,Misc Incidental,Longline,7
2010,SSEI,M06G,Misc Incidental,Longline,43.8776
2010,NSEI,M6BB,Misc Incidental,Longline,239
2010,SSEI,M6BB,Misc Incidental,Longline,98
2010,SSEI,M6BB,Misc Incidental,Longline,25
2010,SSEI,Y06A,Directed,Longline,1373.4693
2010,SSEI,9999,Mixed,Longline,3034
2010,EYKT,B06B,Halibut Incidental,Longline,1697.7273
2010,SSEO,B06B,Halibut Incidental,Longline,215
2010,CSEO,B06B,Halibut Incidental,Longline,42.75
2010,CSEO,B06B,Halibut Incidental,Longline,2600.5
2010,EYKT,B06B,Halibut Incidental,Longline,90
2010,EYKT,B06B,Halibut Incidental,Longline,4986
2010,NSEI,B06B,Halibut Incidental,Longline,68
2010,NSEI,B06B,Halibut Incidental,Longline,168
2010,NSEI,B06B,Halibut Incidental,Longline,10771.3
2010,NSEO,B06B,Halibut Incidental,Longline,543
2010,SSEI,B06B,Halibut Incidental,Longline,10
2010,SSEI,B06B,Halibut Incidental,Longline,20
2010,SSEI,B06B,Halibut Incidental,Longline,2572.01
2010,SSEO,B06B,Halibut Incidental,Longline,473.25
2010,SSEO,B06B,Halibut Incidental,Longline,3422.19
2010,NSEI,B61B,Halibut Incidental,Longline,312
2010,SSEO,B61B,Halibut Incidental,Longline,1556
2010,CSEO,C06B,Sablefish Incidental,Longline,281
2010,CSEO,C06B,Sablefish Incidental,Longline,186
2010,EYKT,C06B,Sablefish Incidental,Longline,413
2010,NSEO,C06B,Sablefish Incidental,Longline,205
2010,SSEO,C06B,Sablefish Incidental,Longline,214
2010,SSEO,C06B,Sablefish Incidental,Longline,557
2010,NSEI,C61A,Sablefish Incidental,Longline,46
2010,NSEI,M06B,Misc Incidental,Longline,485
2010,CSEO,B06B,Halibut Incidental,Longline,518.84
2010,NSEI,B06B,Halibut Incidental,Longline,427.16
2010,CSEO,B61B,Halibut Incidental,Longline,91
2010,CSEO,C06B,Sablefish Incidental,Longline,5
2010,CSEO,B06B,Research,Longline,1572.0613
2010,EYKT,B06B,Research,Longline,4207.0359
2010,NSEO,B06B,Research,Longline,1251.8265
2010,SSEI,B06B,Research,Longline,572.0815
2010,SSEO,B06B,Research,Longline,23.8367
2010,CSEO,B06B,Halibut Incidental,Longline,28
2010,CSEO,B06B,Halibut Incidental,Longline,6292.6
2010,CSEO,B06B,Halibut Incidental,Longline,14691
2010,CSEO,B06B,Research,Longline,699.6
2010,CSEO,B06B,Halibut Incidental,Longline,43193.24
2010,EYKT,B06B,Halibut Incidental,Longline,9893.21
2010,EYKT,B06B,Research,Longline,616.77
2010,EYKT,B06B,Halibut Incidental,Longline,45490.66
2010,NSEI,B06B,Halibut Incidental,Longline,2
2010,NSEI,B06B,Halibut Incidental,Longline,395.4
2010,NSEI,B06B,Research,Longline,852.63
2010,NSEI,B06B,Halibut Incidental,Longline,5191.82
2010,NSEO,B06B,Halibut Incidental,Longline,1368
2010,NSEO,B06B,Halibut Incidental,Longline,3689.79
2010,NSEO,B06B,Research,Longline,184.23
2010,NSEO,B06B,Halibut Incidental,Longline,12118.34
2010,SSEI,B06B,Research,Longline,355.5
2010,SSEI,B06B,Halibut Incidental,Longline,841
2010,SSEO,B06B,Halibut Incidental,Longline,1312
2010,SSEO,B06B,Research,Longline,1275.27
2010,SSEO,B06B,Halibut Incidental,Longline,5512.94
2010,CSEO,B61B,Halibut Incidental,Longline,1119
2010,EYKT,B61B,Halibut Incidental,Longline,5338.84
2010,EYKT,B61B,Halibut Incidental,Longline,777.15
2010,NSEI,B61B,Halibut Incidental,Longline,512
2010,NSEO,B61B,Halibut Incidental,Longline,50.16
2010,NSEO,B61B,Halibut Incidental,Longline,1570.85
2010,SSEO,B61B,Halibut Incidental,Longline,88
2010,CSEO,C06B,Sablefish Incidental,Longline,663.35
2010,EYKT,C06B,Sablefish Incidental,Longline,93
2010,NSEO,C06B,Sablefish Incidental,Longline,268.25
2010,SSEO,C06B,Sablefish Incidental,Longline,32.4
2010,NSEI,C61A,Sablefish Incidental,Longline,13
2010,CSEO,C61B,Sablefish Incidental,Longline,143
2010,EYKT,C61B,Sablefish Incidental,Longline,22.77
2010,NSEO,C61B,Sablefish Incidental,Longline,216.23
2010,SSEO,C61B,Sablefish Incidental,Longline,377
2010,SSEO,C61B,Sablefish Incidental,Longline,367
2010,CSEO,I05B,Lingcod Incidental,Hand troll,114.0612
2010,CSEO,I05B,Lingcod Incidental,Hand troll,23
2010,CSEO,I05B,Lingcod Incidental,Hand troll,450.6532
2010,CSEO,I25B,Lingcod Incidental,Dinglebar troll,136
2010,CSEO,I25B,Lingcod Incidental,Dinglebar troll,1657.0817
2010,EYKT,I25B,Lingcod Incidental,Dinglebar troll,643
2010,NSEI,I25B,Lingcod Incidental,Dinglebar troll,103
2010,NSEO,I25B,Lingcod Incidental,Dinglebar troll,218
2010,CSEO,I26B,Lingcod Incidental,Mechanical jigs,21
2010,NSEI,M06B,Misc Incidental,Longline,48
2010,NSEI,M06G,Misc Incidental,Longline,404.0817
2010,NSEI,M6BB,Misc Incidental,Longline,431.6327
2010,NSEI,Y06A,Directed,Longline,4385.92
2010,SSEI,Y06A,Directed,Longline,778.08
2010,SSEO,Y06A,Directed,Longline,19199
2010,SSEO,Y61A,Directed,Longline,4555
2010,EYKT,B06B,Halibut Incidental,Longline,87.77
2010,CSEO,B06B,Halibut Incidental,Longline,68
2010,EYKT,B06B,Halibut Incidental,Longline,1395
2010,NSEI,B06B,Halibut Incidental,Longline,2049.25
2010,SSEI,B06B,Halibut Incidental,Longline,71
2010,SSEI,B06B,Halibut Incidental,Longline,6558.87
2010,SSEO,B06B,Halibut Incidental,Longline,653
2010,SSEO,B06B,Halibut Incidental,Longline,1988
2010,SSEO,B06B,Halibut Incidental,Longline,8545.88
2010,SSEO,C06B,Sablefish Incidental,Longline,56
2010,EYKT,B06B,Research,Longline,920
2010,EYKT,B06B,Halibut Incidental,Longline,5908.56
2010,NSEI,B06B,Research,Longline,153.12
2010,NSEO,B06B,Research,Longline,22.88
2010,NSEO,B06B,Halibut Incidental,Longline,576.44
2011,EYKT,B06B,Halibut Incidental,Longline,142.37
2011,SSEO,B06B,Halibut Incidental,Longline,539.63
2011,EYKT,B61B,Halibut Incidental,Longline,2882
2011,CSEO,B06B,Halibut Incidental,Longline,1858
2011,CSEO,B06B,Halibut Incidental,Longline,512
2011,SSEI,B06B,Halibut Incidental,Longline,43.8776
2011,SSEI,B06B,Halibut Incidental,Longline,1931.8164
2011,SSEI,B06B,Halibut Incidental,Longline,4413.1017
2011,SSEO,B06B,Halibut Incidental,Longline,853.0612
2011,SSEO,B06B,Halibut Incidental,Longline,458.1632
2011,SSEO,B06B,Halibut Incidental,Longline,155.102
2011,SSEO,B06B,Halibut Incidental,Longline,2794.1429
2011,SSEI,Y06A,Directed,Longline,23055.102
2011,SSEO,Y06A,Directed,Longline,1125.5102
2011,SSEO,Y06A,Directed,Longline,27746.9388
2011,NSEI,M06B,Misc Incidental,Longline,160
2011,EYKT,B06B,Halibut Incidental,Longline,771.5909
2011,EYKT,B06B,Halibut Incidental,Longline,3458.31
2011,NSEI,B06B,Halibut Incidental,Longline,880.5
2011,NSEO,B06B,Halibut Incidental,Longline,655.19
2011,EYKT,C06B,Sablefish Incidental,Longline,1919.5
2011,NSEO,C06B,Sablefish Incidental,Longline,150.5
2011,NSEI,C61A,Sablefish Incidental,Longline,25
2011,SSEI,B06B,Halibut Incidental,Longline,13.6364
2011,EYKT,B06B,Halibut Incidental,Longline,2869.8
2011,EYKT,B06B,Halibut Incidental,Longline,10870.61
2011,NSEI,B06B,Halibut Incidental,Longline,540.4
2011,NSEO,B06B,Halibut Incidental,Longline,58
2011,NSEO,B06B,Halibut Incidental,Longline,742.2
2011,NSEO,B06B,Halibut Incidental,Longline,2382.99
2011,SSEO,B06B,Halibut Incidental,Longline,90
2011,EYKT,B61B,Halibut Incidental,Longline,550
2011,EYKT,B61B,Halibut Incidental,Longline,5619
2011,EYKT,C06B,Sablefish Incidental,Longline,89
2011,EYKT,C06B,Sablefish Incidental,Longline,412.2
2011,NSEO,C06B,Sablefish Incidental,Longline,329.8
2011,NSEI,C61A,Sablefish Incidental,Longline,45
2011,EYKT,I25B,Lingcod Incidental,Dinglebar troll,651
2011,NSEI,M06G,Misc Incidental,Longline,61
2011,CSEO,B06B,Halibut Incidental,Longline,122
2011,EYKT,B06B,Halibut Incidental,Longline,184
2011,SSEI,B06B,Halibut Incidental,Longline,112.2857
2011,SSEI,B06B,Halibut Incidental,Longline,542.2653
2011,SSEI,B06B,Research,Longline,607.5
2011,SSEI,B06B,Halibut Incidental,Longline,2780.8461
2011,SSEO,B06B,Halibut Incidental,Longline,237
2011,SSEO,B06B,Research,Longline,67.5
2011,SSEO,B06B,Halibut Incidental,Longline,1177.3469
2011,SSEO,C06B,Sablefish Incidental,Longline,11
2011,SSEI,Y06A,Directed,Longline,3368.3674
2011,SSEI,9999,Mixed,Longline,2937
2011,NSEI,B05B,Halibut Incidental,Hand troll,1.6
2011,SSEI,B05B,Halibut Incidental,Hand troll,2.4
2011,CSEO,B06B,Halibut Incidental,Longline,1
2011,CSEO,B06B,Halibut Incidental,Longline,20
2011,CSEO,B06B,Halibut Incidental,Longline,224.1
2011,EYKT,B06B,Halibut Incidental,Longline,2
2011,EYKT,B06B,Halibut Incidental,Longline,2206.2
2011,NSEI,B06B,Halibut Incidental,Longline,242
2011,NSEI,B06B,Research,Longline,532.7755
2011,NSEI,B06B,Halibut Incidental,Longline,3528.4
2011,NSEO,B06B,Halibut Incidental,Longline,2
2011,NSEO,B06B,Halibut Incidental,Longline,612.7
2011,SSEI,B06B,Halibut Incidental,Longline,84
2011,SSEI,B06B,Research,Longline,364.5307
2011,SSEI,B06B,Halibut Incidental,Longline,1645.6
2011,SSEO,B06B,Research,Longline,37.3878
2011,SSEO,B06B,Halibut Incidental,Longline,639
2011,NSEO,B61B,Halibut Incidental,Longline,100
2011,CSEO,C06B,Sablefish Incidental,Longline,1176
2011,EYKT,C06B,Sablefish Incidental,Longline,78.75
2011,NSEO,C06B,Sablefish Incidental,Longline,357.25
2011,SSEO,C06B,Sablefish Incidental,Longline,661
2011,SSEO,C06B,Sablefish Incidental,Longline,586
2011,NSEI,C61A,Sablefish Incidental,Longline,206
2011,SSEO,C61B,Sablefish Incidental,Longline,7
2011,NSEI,M06B,Misc Incidental,Longline,100
2011,NSEI,B06B,Halibut Incidental,Longline,322
2011,EYKT,B06B,Research,Longline,6029.102
2011,NSEO,B06B,Research,Longline,134.1632
2011,SSEI,B06B,Research,Longline,412.6128
2011,SSEO,B06B,Research,Longline,2929.0809
2011,CSEO,B06B,Halibut Incidental,Longline,77
2011,CSEO,B06B,Halibut Incidental,Longline,11366
2011,CSEO,B06B,Halibut Incidental,Longline,10518
2011,CSEO,B06B,Research,Longline,1237.9693
2011,CSEO,B06B,Halibut Incidental,Longline,26458.5
2011,EYKT,B06B,Halibut Incidental,Longline,16554
2011,EYKT,B06B,Halibut Incidental,Longline,36595.8
2011,NSEI,B06B,Halibut Incidental,Longline,324
2011,NSEI,B06B,Research,Longline,641.0816
2011,NSEI,B06B,Halibut Incidental,Longline,2719.5
2011,NSEO,B06B,Halibut Incidental,Longline,105
2011,NSEO,B06B,Halibut Incidental,Longline,9
2011,NSEO,B06B,Halibut Incidental,Longline,3017
2011,NSEO,B06B,Research,Longline,255.6428
2011,NSEO,B06B,Halibut Incidental,Longline,6153.2
2011,SSEO,B06B,Research,Longline,562.2449
2011,SSEO,B06B,Halibut Incidental,Longline,1100
2011,CSEO,B61B,Halibut Incidental,Longline,283
2011,CSEO,B61B,Halibut Incidental,Longline,1652
2011,EYKT,B61B,Halibut Incidental,Longline,1364
2011,NSEO,B61B,Halibut Incidental,Longline,73
2011,CSEO,C06B,Sablefish Incidental,Longline,966
2011,EYKT,C06B,Sablefish Incidental,Longline,224
2011,NSEO,C06B,Sablefish Incidental,Longline,52
2011,SSEO,C06B,Sablefish Incidental,Longline,68
2011,NSEI,C61A,Sablefish Incidental,Longline,23
2011,NSEI,C61A,Sablefish Incidental,Longline,168
2011,CSEO,C61B,Sablefish Incidental,Longline,128
2011,CSEO,I05B,Lingcod Incidental,Hand troll,4.0816
2011,CSEO,I05B,Lingcod Incidental,Hand troll,143.8776
2011,CSEO,I05B,Lingcod Incidental,Hand troll,406.1225
2011,CSEO,I05B,Lingcod Incidental,Hand troll,601.5714
2011,NSEO,I05B,Lingcod Incidental,Hand troll,34
2011,CSEO,I25B,Lingcod Incidental,Dinglebar troll,639.2041
2011,CSEO,I25B,Lingcod Incidental,Dinglebar troll,118
2011,CSEO,I25B,Lingcod Incidental,Dinglebar troll,2705.3265
2011,EYKT,I25B,Lingcod Incidental,Dinglebar troll,771
2011,NSEO,I25B,Lingcod Incidental,Dinglebar troll,19
2011,NSEO,I25B,Lingcod Incidental,Dinglebar troll,633.4081
2011,CSEO,I26B,Lingcod Incidental,Mechanical jigs,177.551
2011,EYKT,I26B,Lingcod Incidental,Mechanical jigs,353
2011,CSEO,M05B,Misc Incidental,Hand troll,15.3061
2011,CSEO,M05B,Misc Incidental,Hand troll,67.347
2011,NSEI,M06G,Misc Incidental,Longline,1297.7962
2011,NSEI,Y06A,Directed,Longline,4695.551
2011,SSEI,Y06A,Directed,Longline,3546.1429
2011,SSEO,Y06A,Directed,Longline,688
2011,SSEO,Y06A,Directed,Longline,17586
2011,CSEO,B06B,Halibut Incidental,Longline,89
2011,CSEO,B06B,Halibut Incidental,Longline,397.06
2011,EYKT,B06B,Halibut Incidental,Longline,1782
2011,NSEI,B06B,Halibut Incidental,Longline,1372
2011,SSEI,B06B,Halibut Incidental,Longline,32
2011,SSEI,B06B,Halibut Incidental,Longline,1313.5
2011,SSEO,B06B,Halibut Incidental,Longline,718
2011,SSEO,B06B,Halibut Incidental,Longline,3831.44
2011,SSEO,C06B,Sablefish Incidental,Longline,46
2011,SSEO,C06B,Sablefish Incidental,Longline,142
2011,SSEO,C06B,Sablefish Incidental,Longline,48
2011,SSEO,C06B,Sablefish Incidental,Longline,776
2011,CSEO,I25B,Lingcod Incidental,Dinglebar troll,16
2011,EYKT,I25B,Lingcod Incidental,Dinglebar troll,40
2011,EYKT,B06B,Halibut Incidental,Longline,427
2011,EYKT,B06B,Research,Longline,359.02
2011,EYKT,B06B,Halibut Incidental,Longline,4872
2011,NSEO,B06B,Research,Longline,13.71
2011,NSEO,B06B,Halibut Incidental,Longline,45
2012,CSEO,B06B,Halibut Incidental,Longline,42.4
2012,EYKT,B06B,Halibut Incidental,Longline,927
2012,SSEO,B06B,Halibut Incidental,Longline,1521.6
2012,EYKT,B61B,Halibut Incidental,Longline,4126
2012,SSEI,B06B,Halibut Incidental,Longline,640.8164
2012,SSEI,B06B,Halibut Incidental,Longline,563.1632
2012,SSEI,B06B,Halibut Incidental,Longline,2934.0407
2012,SSEO,B06B,Halibut Incidental,Longline,564.3877
2012,SSEO,B06B,Halibut Incidental,Longline,532.6532
2012,SSEO,B06B,Halibut Incidental,Longline,250
2012,SSEO,B06B,Halibut Incidental,Longline,2825.9182
2012,SSEI,Y06A,Directed,Longline,3923.4694
2012,SSEO,Y06A,Directed,Longline,2805.1021
2012,SSEO,Y06A,Directed,Longline,66245.9184
2012,EYKT,B06B,Halibut Incidental,Longline,1214
2012,EYKT,B06B,Halibut Incidental,Longline,5235
2012,NSEI,B06B,Halibut Incidental,Longline,722.01
2012,NSEO,B06B,Halibut Incidental,Longline,661.99
2012,EYKT,C06B,Sablefish Incidental,Longline,229
2012,NSEO,C06B,Sablefish Incidental,Longline,22
2012,SSEI,Y06A,Directed,Longline,354.0816
2012,SSEI,B06B,Halibut Incidental,Longline,9.0909
2012,CSEO,B06B,Halibut Incidental,Longline,70
2012,CSEO,B06B,Halibut Incidental,Longline,631
2012,CSEO,B06B,Research,Longline,243.95
2012,CSEO,B06B,Halibut Incidental,Longline,526
2012,EYKT,B06B,Halibut Incidental,Longline,2989
2012,EYKT,B06B,Halibut Incidental,Longline,5283.23
2012,NSEI,B06B,Research,Longline,660.1
2012,NSEI,B06B,Halibut Incidental,Longline,333.33
2012,NSEO,B06B,Halibut Incidental,Longline,19
2012,NSEO,B06B,Research,Longline,530.95
2012,NSEO,B06B,Halibut Incidental,Longline,2332.44
2012,CSEO,B61B,Halibut Incidental,Longline,1060.8
2012,EYKT,B61B,Halibut Incidental,Longline,358
2012,EYKT,B61B,Halibut Incidental,Longline,3054
2012,NSEO,B61B,Halibut Incidental,Longline,928.2
2012,EYKT,C06B,Sablefish Incidental,Longline,574.37
2012,NSEO,C06B,Sablefish Incidental,Longline,337.63
2012,NSEI,C61A,Sablefish Incidental,Longline,153
2012,EYKT,I25B,Lingcod Incidental,Dinglebar troll,193
2012,NSEO,I25B,Lingcod Incidental,Dinglebar troll,115
2012,NSEI,M06B,Misc Incidental,Longline,15
2012,NSEI,M06G,Misc Incidental,Longline,21
2012,SSEI,B06B,Halibut Incidental,Longline,154.5919
2012,SSEI,B06B,Halibut Incidental,Longline,962.9388
2012,SSEI,B06B,Research,Longline,256.9
2012,SSEI,B06B,Halibut Incidental,Longline,3854.837
2012,SSEO,B06B,Halibut Incidental,Longline,91.3265
2012,SSEO,B06B,Halibut Incidental,Longline,168.3674
2012,SSEO,B06B,Halibut Incidental,Longline,1798.9797
2012,SSEO,B06B,Research,Longline,110.1
2012,SSEO,B06B,Halibut Incidental,Longline,2551.7142
2012,SSEI,Y06A,Directed,Longline,1537.0408
2012,SSEI,Y26A,Directed,Mechanical jigs,88.7755
2012,SSEI,9999,Mixed,Longline,1682
2012,NSEI,B06B,Halibut Incidental,Longline,56
2012,CSEO,B06B,Halibut Incidental,Longline,44.57
2012,EYKT,B06B,Halibut Incidental,Longline,624
2012,EYKT,B06B,Halibut Incidental,Longline,3679.5
2012,NSEI,B06B,Halibut Incidental,Longline,190
2012,NSEI,B06B,Research,Longline,327.98
2012,NSEI,B06B,Halibut Incidental,Longline,4672.92
2012,NSEO,B06B,Halibut Incidental,Longline,31.5
2012,SSEI,B06B,Research,Longline,730.02
2012,SSEI,B06B,Halibut Incidental,Longline,978.48
2012,SSEO,B06B,Research,Longline,1360
2012,SSEO,B06B,Halibut Incidental,Longline,759.03
2012,CSEO,B61B,Halibut Incidental,Longline,1369
2012,EYKT,C06B,Sablefish Incidental,Longline,693
2012,NSEI,C06B,Sablefish Incidental,Longline,2.8
2012,NSEO,C06B,Sablefish Incidental,Longline,55
2012,SSEO,C06B,Sablefish Incidental,Longline,1125.2
2012,SSEO,Y06A,Directed,Longline,641
2012,NSEI,B06B,Halibut Incidental,Longline,397
2012,NSEI,B06B,Halibut Incidental,Longline,504
2012,CSEO,B61B,Halibut Incidental,Longline,34
2012,SSEI,B06B,Halibut Incidental,Longline,72
2012,EYKT,B06B,Research,Longline,2965
2012,SSEI,B06B,Research,Longline,332.16
2012,SSEO,B06B,Research,Longline,1051.84
2012,SSEI,B06B,Halibut Incidental,Longline,41
2012,EYKT,C06B,Sablefish Incidental,Longline,94
2012,CSEO,B05B,Halibut Incidental,Hand troll,2
2012,CSEO,B06B,Halibut Incidental,Longline,106
2012,CSEO,B06B,Halibut Incidental,Longline,1838
2012,CSEO,B06B,Halibut Incidental,Longline,8612
2012,CSEO,B06B,Research,Longline,1458.54
2012,CSEO,B06B,Halibut Incidental,Longline,27558.18
2012,EYKT,B06B,Halibut Incidental,Longline,6410
2012,EYKT,B06B,Research,Longline,31.85
2012,EYKT,B06B,Halibut Incidental,Longline,30577.7
2012,NSEI,B06B,Halibut Incidental,Longline,354
2012,NSEI,B06B,Research,Longline,279.72
2012,NSEI,B06B,Halibut Incidental,Longline,3648.71
2012,NSEO,B06B,Halibut Incidental,Longline,1074
2012,NSEO,B06B,Halibut Incidental,Longline,2583
2012,NSEO,B06B,Research,Longline,5.46
2012,NSEO,B06B,Halibut Incidental,Longline,6927.8
2012,SSEO,B06B,Research,Longline,259.74
2012,SSEO,B06B,Halibut Incidental,Longline,252.61
2012,CSEO,B61B,Halibut Incidental,Longline,892
2012,EYKT,B61B,Halibut Incidental,Longline,1031
2012,EYKT,B61B,Halibut Incidental,Longline,1362
2012,NSEO,B61B,Halibut Incidental,Longline,609
2012,CSEO,C06B,Sablefish Incidental,Longline,207
2012,EYKT,C06B,Sablefish Incidental,Longline,650
2012,NSEO,C06B,Sablefish Incidental,Longline,126
2012,SSEO,C06B,Sablefish Incidental,Longline,34
2012,CSEO,I05B,Lingcod Incidental,Hand troll,10
2012,CSEO,I05B,Lingcod Incidental,Hand troll,343.7959
2012,CSEO,I25B,Lingcod Incidental,Dinglebar troll,26
2012,CSEO,I25B,Lingcod Incidental,Dinglebar troll,13
2012,CSEO,I25B,Lingcod Incidental,Dinglebar troll,2278.6939
2012,EYKT,I25B,Lingcod Incidental,Dinglebar troll,1282
2012,NSEO,I25B,Lingcod Incidental,Dinglebar troll,208
2012,SSEI,I25B,Lingcod Incidental,Dinglebar troll,27.2
2012,SSEI,I25B,Lingcod Incidental,Dinglebar troll,44.2
2012,SSEO,I25B,Lingcod Incidental,Dinglebar troll,57.8
2012,SSEO,I25B,Lingcod Incidental,Dinglebar troll,159.0653
2012,CSEO,I26B,Lingcod Incidental,Mechanical jigs,87
2012,CSEO,I26B,Lingcod Incidental,Mechanical jigs,797
2012,CSEO,I26B,Lingcod Incidental,Mechanical jigs,1020
2012,EYKT,I26B,Lingcod Incidental,Mechanical jigs,56
2012,EYKT,I26B,Lingcod Incidental,Mechanical jigs,2498
2012,CSEO,M05G,Misc Incidental,Hand troll,6.1224
2012,NSEI,M06B,Misc Incidental,Longline,11.2245
2012,CSEO,M25B,Misc Incidental,Dinglebar troll,80
2012,CSEO,M25B,Misc Incidental,Dinglebar troll,126
2012,CSEO,M25B,Misc Incidental,Dinglebar troll,120
2012,NSEO,M25B,Misc Incidental,Dinglebar troll,174
2012,NSEI,M6BG,Misc Incidental,Longline,10
2012,CSEO,Y06A,Directed,Longline,135
2012,CSEO,Y06A,Directed,Longline,61362
2012,EYKT,Y06A,Directed,Longline,1639
2012,EYKT,Y06A,Directed,Longline,77707
2012,NSEI,Y06A,Directed,Longline,805.24
2012,SSEO,Y06A,Directed,Longline,831.76
2012,CSEO,Y61A,Directed,Longline,6960
2012,NSEO,Y61A,Directed,Longline,1811
2012,EYKT,B06B,Halibut Incidental,Longline,12
2012,EYKT,B06B,Halibut Incidental,Longline,1782
2012,NSEI,B06B,Halibut Incidental,Longline,835
2012,SSEI,B06B,Halibut Incidental,Longline,1147
2012,SSEO,B06B,Halibut Incidental,Longline,1785
2012,SSEO,B06B,Halibut Incidental,Longline,6069
2012,CSEO,C06B,Sablefish Incidental,Longline,18.2
2012,EYKT,C06B,Sablefish Incidental,Longline,1.8
2012,SSEO,C06B,Sablefish Incidental,Longline,108
2012,CSEO,I25B,Lingcod Incidental,Dinglebar troll,40
2012,EYKT,I25B,Lingcod Incidental,Dinglebar troll,40
2012,NSEO,I25B,Lingcod Incidental,Dinglebar troll,20
2012,SSEI,Y06A,Directed,Longline,286.7347
2012,EYKT,B06B,Research,Longline,662.02
2012,EYKT,B06B,Halibut Incidental,Longline,1958
2012,EYKT,I25B,Lingcod Incidental,Dinglebar troll,23
2012,EYKT,I25B,Lingcod Incidental,Dinglebar troll,142
2013,CSEO,B06B,Halibut Incidental,Longline,133.6735
2013,SSEO,B06B,Halibut Incidental,Longline,133.6735
2013,EYKT,B61B,Halibut Incidental,Longline,155.9592
2013,SSEI,B06B,Halibut Incidental,Longline,352.0408
2013,SSEI,B06B,Halibut Incidental,Longline,663.2652
2013,SSEI,B06B,Halibut Incidental,Longline,1802.0405
2013,SSEO,B06B,Halibut Incidental,Longline,202.0408
2013,SSEO,B06B,Halibut Incidental,Longline,453.0612
2013,SSEO,B06B,Halibut Incidental,Longline,687.7551
2013,SSEO,B06B,Halibut Incidental,Longline,2317.3469
2013,SSEO,I25B,Lingcod Incidental,Dinglebar troll,115.3061
2013,NSEI,Y06A,Directed,Longline,452.0408
2013,SSEI,Y06A,Directed,Longline,16471.4286
2013,SSEO,Y06A,Directed,Longline,2132.6532
2013,SSEO,Y06A,Directed,Longline,81646.9389
2013,EYKT,B06B,Halibut Incidental,Longline,12
2013,NSEO,B06B,Halibut Incidental,Longline,27
2013,EYKT,C06B,Sablefish Incidental,Longline,13
2013,NSEI,M06G,Misc Incidental,Longline,30
2013,SSEI,M26G,Misc Incidental,Mechanical jigs,6.0606
2013,SSEO,M26G,Misc Incidental,Mechanical jigs,18.1818
2013,NSEI,B06B,Halibut Incidental,Longline,12
2013,EYKT,B06B,Halibut Incidental,Longline,1807
2013,NSEI,B06B,Halibut Incidental,Longline,637
2013,NSEO,B06B,Halibut Incidental,Longline,457
2013,EYKT,C06B,Sablefish Incidental,Longline,523
