"","parameter","mean","sd","2.5%","50%","97.5%","overlap0","f","Rhat","n.eff","iter"
"182524","Bmsy[2]",2613.655,1774.923,985.116,1992.194,7362.229,FALSE,1,1.002,900,25
"182624","Bmsy[3]",5971.94,2408.985,3208.111,5345.89,12373.371,FALSE,1,1.015,457,25
"182724","Bmsy[4]",3984.163,1861.754,1937.537,3411.017,9117.446,FALSE,1,1.004,761,25
"182824","Fmsy[1]",0.005,0.006,0,0.003,0.02,FALSE,1,1,3000,25
"182924","Fmsy[2]",0.005,0.006,0,0.002,0.021,FALSE,1,1,3000,25
"183024","Fmsy[3]",0.002,0.003,0,0.001,0.011,FALSE,1,1,3000,25
"183124","Fmsy[4]",0.003,0.004,0,0.002,0.014,FALSE,1,1,3000,25
"183224","Hmsy[1]",0.005,0.006,0,0.003,0.02,FALSE,1,1,3000,25
"183324","Hmsy[2]",0.005,0.006,0,0.002,0.021,FALSE,1,1,3000,25
"183424","Hmsy[3]",0.002,0.003,0,0.001,0.011,FALSE,1,1,3000,25
"183524","Hmsy[4]",0.003,0.004,0,0.002,0.014,FALSE,1,1,3000,25
"183624","Stock.Status[1]",0.436,0.179,0.147,0.419,0.819,FALSE,1,1.002,801,25
"183724","Stock.Status[2]",0.456,0.235,0.107,0.427,0.972,FALSE,1,1.003,743,25
"183824","Stock.Status[3]",0.304,0.104,0.127,0.298,0.518,FALSE,1,1.003,3000,25
"183924","Stock.Status[4]",0.469,0.184,0.171,0.461,0.865,FALSE,1,1.001,2243,25
"184024","Proj1_biomass",5296.85,630.717,4138.777,5280.175,6567.063,FALSE,1,1,3000,25
"184124","Bmsyseo",16740.64,3513.622,11001.339,16310.752,24813.599,FALSE,1,1,3000,25
"184224","Fmsyseo",0.003,0.003,0,0.002,0.011,FALSE,1,1,3000,25
"184324","Fmsyseo2",0.003,0.003,0,0.002,0.011,FALSE,1,1,3000,25
"184424","Stock.Status.SEO",0.35,0.08,0.215,0.341,0.528,FALSE,1,1,3000,25
"185724","deviance",4552.038,26.884,4499.541,4551.478,4607.38,FALSE,1,1,3000,25
"1109","r[1]",0.003,0.004,0,0.002,0.016,FALSE,1,1.001,3000,26
"263","r[2]",0.002,0.003,0,0.001,0.011,FALSE,1,1.001,1373,26
"325","r[3]",0.002,0.003,0,0.001,0.01,FALSE,1,1.001,3000,26
"425","r[4]",0.004,0.005,0,0.002,0.017,FALSE,1,1.002,3000,26
"525","K[1]",10383.544,5381.03,4561.85,8838.944,25753.921,FALSE,1,1.011,507,26
"625","K[2]",6365.589,4404.37,2193.242,4931.47,18695.594,FALSE,1,1.012,280,26
"725","K[3]",14213.557,6050.842,7147.474,12603.159,29348.966,FALSE,1,1.043,79,26
"825","K[4]",10334.878,4996.656,4932.401,8968.124,23663.809,FALSE,1,1.009,600,26
"925","phi[1]",0.683,0.265,0.204,0.689,1.123,FALSE,1,1.002,1103,26
"1025","phi[2]",0.592,0.288,0.133,0.568,1.112,FALSE,1,1.006,314,26
"1129","phi[3]",0.72,0.247,0.263,0.723,1.125,FALSE,1,1.027,81,26
"1227","phi[4]",0.701,0.254,0.24,0.698,1.125,FALSE,1,1.003,535,26
"1325","bigphi",0.731,0.216,0.274,0.74,1.11,FALSE,1,1,3000,26
"1425","R.hyp",0.013,0.027,0,0.004,0.112,FALSE,1,1.002,2615,26
"1525","Kseo",41297.568,9013.328,27712.961,40118.088,62225.293,FALSE,1,1.001,3000,26
"1625","sigma",0.062,0.014,0.032,0.064,0.081,FALSE,1,1,3000,26
"1725","eta",203.515,314.708,0.492,79.79,1244.775,FALSE,1,1.004,1231,26
"1850","rB1",0.737,1.331,0.009,0.301,4.592,FALSE,1,1.006,1923,26
"1925","rB2",202.779,313.806,0.466,79.206,1240.583,FALSE,1,1.004,1232,26
"2025","pi[1]",0.25,0.103,0.11,0.226,0.504,FALSE,1,1.007,487,26
"2127","pi[2]",0.153,0.09,0.052,0.126,0.394,FALSE,1,1.01,245,26
"2225","pi[3]",0.346,0.117,0.159,0.328,0.613,FALSE,1,1.034,65,26
"2325","pi[4]",0.251,0.097,0.115,0.232,0.49,FALSE,1,1.007,460,26
"2425","phiTau",1.658,2.131,0.501,1.158,5.577,FALSE,1,1.077,3000,26
"162725","qsCPUE[1]",2.339,0.328,1.764,2.307,3.05,FALSE,1,1,3000,26
"162825","qsCPUE[2]",10.978,2.198,7.226,10.809,15.794,FALSE,1,1,3000,26
"162925","qsCPUE[3]",5.894,0.566,4.847,5.859,7.104,FALSE,1,1,3000,26
"163025","qsCPUE[4]",3.732,0.447,2.952,3.714,4.686,FALSE,1,1,3000,26
"163125","Tau1",0.519,0.178,0.22,0.497,0.929,FALSE,1,1.001,2487,26
"163225","Tau2",0,0,0,0,0,FALSE,1,NA,1,26
"163325","Tau3",0.193,0.066,0.049,0.197,0.316,FALSE,1,1,3000,26
"182025","MSY[1]",10.453,13.657,0.333,5.447,48.585,FALSE,1,1.004,2266,26
"182125","MSY[2]",4.091,5.438,0.16,2.006,19.049,FALSE,1,1.003,3000,26
"182225","MSY[3]",10.496,12.907,0.478,5.801,45.585,FALSE,1,1.013,532,26
"182325","MSY[4]",11.699,14.174,0.364,6.354,51.694,FALSE,1,1.007,1296,26
"182425","Bmsy[1]",4153.417,2152.412,1824.74,3535.578,10301.568,FALSE,1,1.011,507,26
"182525","Bmsy[2]",2546.236,1761.748,877.297,1972.588,7478.238,FALSE,1,1.012,280,26
"182625","Bmsy[3]",5685.423,2420.337,2858.99,5041.263,11739.586,FALSE,1,1.043,79,26
"182725","Bmsy[4]",4133.951,1998.662,1972.96,3587.25,9465.524,FALSE,1,1.009,600,26
"182825","Fmsy[1]",0.003,0.004,0,0.001,0.013,FALSE,1,1.001,3000,26
"182925","Fmsy[2]",0.002,0.003,0,0.001,0.009,FALSE,1,1.001,1373,26
"183025","Fmsy[3]",0.002,0.002,0,0.001,0.008,FALSE,1,1.001,3000,26
"183125","Fmsy[4]",0.003,0.004,0,0.002,0.014,FALSE,1,1.002,3000,26
"183225","Hmsy[1]",0.003,0.004,0,0.001,0.013,FALSE,1,1.001,3000,26
"183325","Hmsy[2]",0.002,0.003,0,0.001,0.009,FALSE,1,1.001,1373,26
"183425","Hmsy[3]",0.002,0.002,0,0.001,0.008,FALSE,1,1.001,3000,26
"183525","Hmsy[4]",0.003,0.004,0,0.002,0.014,FALSE,1,1.002,3000,26
"183625","Stock.Status[1]",0.204,0.092,0.061,0.191,0.421,FALSE,1,1.002,894,26
"183725","Stock.Status[2]",0.23,0.128,0.05,0.208,0.529,FALSE,1,1.006,346,26
"183825","Stock.Status[3]",0.151,0.055,0.062,0.145,0.27,FALSE,1,1.021,99,26
"183925","Stock.Status[4]",0.382,0.148,0.137,0.372,0.702,FALSE,1,1.004,551,26
"184025","Proj1_biomass",3083.556,359.76,2426.399,3066.203,3841.751,FALSE,1,1,2336,26
"184125","Bmsyseo",16519.027,3605.331,11085.184,16047.235,24890.117,FALSE,1,1.001,3000,26
"184225","Fmsyseo",0.002,0.002,0,0.002,0.007,FALSE,1,1.001,3000,26
"184325","Fmsyseo2",0.002,0.002,0,0.002,0.007,FALSE,1,1.001,3000,26
"184425","Stock.Status.SEO",0.203,0.046,0.122,0.199,0.301,FALSE,1,1.001,3000,26
"185725","deviance",4464.556,27.227,4412.35,4463.701,4520.895,FALSE,1,1,3000,26
"1130","r[1]",0.009,0.009,0,0.006,0.032,FALSE,1,1.003,1125,27
"264","r[2]",0.008,0.009,0,0.005,0.031,FALSE,1,1.003,1345,27
"326","r[3]",0.006,0.006,0,0.004,0.021,FALSE,1,1.003,3000,27
"426","r[4]",0.005,0.006,0,0.003,0.021,FALSE,1,1,3000,27
"526","K[1]",10102.924,5551.531,4224.024,8392.414,24944.964,FALSE,1,1.008,283,27
"626","K[2]",6292.595,4764.746,1898.284,4715.702,19312.464,FALSE,1,1.012,225,27
"726","K[3]",12861.077,5282.063,6812.412,11454.337,26485.715,FALSE,1,1.01,268,27
"826","K[4]",9754.442,5089.765,4707.759,8225.472,23953.962,FALSE,1,1.008,3000,27
"926","phi[1]",0.604,0.272,0.162,0.582,1.107,FALSE,1,1.009,215,27
"1026","phi[2]",0.497,0.294,0.094,0.447,1.104,FALSE,1,1.019,126,27
"1131","phi[3]",0.708,0.245,0.278,0.698,1.126,FALSE,1,1.005,440,27
"1228","phi[4]",0.709,0.263,0.222,0.715,1.13,FALSE,1,1,3000,27
"1326","bigphi",0.729,0.217,0.271,0.743,1.1,FALSE,1,1.002,958,27
"1426","R.hyp",0.016,0.025,0,0.008,0.089,FALSE,1,1.002,1244,27
"1526","Kseo",39011.039,8691.239,25335.645,37939.662,59175.352,FALSE,1,1.005,424,27
"1626","sigma",0.046,0.022,0.008,0.047,0.081,FALSE,1,1,3000,27
"1726","eta",239.642,345.41,0.873,99.132,1333.173,FALSE,1,1.002,3000,27
"1851","rB1",1.978,3.599,0.012,0.651,12.174,FALSE,1,1.012,2503,27
"1926","rB2",237.665,342.804,0.835,98.425,1320.767,FALSE,1,1.002,3000,27
"2026","pi[1]",0.258,0.115,0.105,0.232,0.543,FALSE,1,1.004,476,27
"2128","pi[2]",0.159,0.101,0.048,0.127,0.417,FALSE,1,1.01,233,27
"2226","pi[3]",0.332,0.109,0.164,0.315,0.576,FALSE,1,1.018,121,27
"2326","pi[4]",0.251,0.107,0.113,0.225,0.532,FALSE,1,1.006,2359,27
"2426","phiTau",1.787,3.578,0.516,1.191,6.389,FALSE,1,1.131,3000,27
"162726","qsCPUE[1]",2.313,0.303,1.76,2.297,2.943,FALSE,1,1,3000,27
"162826","qsCPUE[2]",11.939,2.348,8.109,11.669,17.269,FALSE,1,1,3000,27
"162926","qsCPUE[3]",5.556,0.542,4.574,5.527,6.671,FALSE,1,1,3000,27
"163026","qsCPUE[4]",3.936,0.463,3.12,3.899,4.918,FALSE,1,1,3000,27
"163126","Tau1",0.357,0.121,0.171,0.341,0.663,FALSE,1,1.001,1923,27
"163226","Tau2",0,0,0,0,0,FALSE,1,NA,1,27
"163326","Tau3",0.214,0.057,0.102,0.215,0.327,FALSE,1,1,3000,27
"182026","MSY[1]",24.814,24.505,0.477,18.329,88.046,FALSE,1,1,3000,27
"182126","MSY[2]",13.614,15.329,0.254,9.167,53.157,FALSE,1,1.005,1587,27
"182226","MSY[3]",24.458,24.056,0.59,17.677,86.835,FALSE,1,1.001,1968,27
"182326","MSY[4]",13.594,15.276,0.397,8.061,54.882,FALSE,1,1,3000,27
"182426","Bmsy[1]",4041.17,2220.612,1689.61,3356.966,9977.986,FALSE,1,1.008,283,27
"182526","Bmsy[2]",2517.038,1905.899,759.314,1886.281,7724.986,FALSE,1,1.012,225,27
"182626","Bmsy[3]",5144.431,2112.825,2724.965,4581.735,10594.286,FALSE,1,1.01,268,27
"182726","Bmsy[4]",3901.777,2035.906,1883.103,3290.189,9581.585,FALSE,1,1.008,3000,27
"182826","Fmsy[1]",0.007,0.008,0,0.005,0.027,FALSE,1,1.003,1125,27
"182926","Fmsy[2]",0.007,0.007,0,0.004,0.026,FALSE,1,1.003,1345,27
"183026","Fmsy[3]",0.005,0.005,0,0.004,0.018,FALSE,1,1.003,3000,27
"183126","Fmsy[4]",0.004,0.005,0,0.002,0.018,FALSE,1,1,3000,27
"183226","Hmsy[1]",0.007,0.008,0,0.005,0.027,FALSE,1,1.003,1125,27
"183326","Hmsy[2]",0.007,0.007,0,0.004,0.026,FALSE,1,1.003,1345,27
"183426","Hmsy[3]",0.005,0.005,0,0.004,0.018,FALSE,1,1.003,3000,27
"183526","Hmsy[4]",0.004,0.005,0,0.002,0.018,FALSE,1,1,3000,27
"183626","Stock.Status[1]",0.482,0.223,0.143,0.451,0.982,FALSE,1,1.009,231,27
"183726","Stock.Status[2]",0.394,0.238,0.079,0.349,0.941,FALSE,1,1.018,141,27
"183826","Stock.Status[3]",0.343,0.122,0.143,0.33,0.596,FALSE,1,1.005,362,27
"183926","Stock.Status[4]",0.652,0.253,0.22,0.635,1.151,FALSE,1,1,2672,27
"184026","Proj1_biomass",5769.592,592.789,4669.461,5744.33,7051.194,FALSE,1,1.001,1937,27
"184126","Bmsyseo",15604.416,3476.496,10134.258,15175.865,23670.141,FALSE,1,1.005,424,27
"184226","Fmsyseo",0.005,0.004,0.001,0.004,0.016,FALSE,1,1.001,2866,27
"184326","Fmsyseo2",0.005,0.004,0.001,0.004,0.016,FALSE,1,1.001,2866,27
"184426","Stock.Status.SEO",0.396,0.094,0.241,0.388,0.603,FALSE,1,1.007,315,27
"185726","deviance",4518.199,26.884,4467.141,4517.828,4572.67,FALSE,1,1,3000,27
"1132","r[1]",0.011,0.017,0,0.006,0.051,FALSE,1,1.003,3000,28
"265","r[2]",0.014,0.019,0,0.009,0.061,FALSE,1,1.016,1523,28
"327","r[3]",0.008,0.008,0,0.005,0.03,FALSE,1,1.002,3000,28
"427","r[4]",0.006,0.008,0,0.003,0.03,FALSE,1,1.003,2936,28
"527","K[1]",10194.184,4995.968,5000.702,8625.021,23487.57,FALSE,1,1.002,1818,28
"627","K[2]",5187.19,3537.929,1872.468,4072.521,14963.509,FALSE,1,1.013,756,28
"727","K[3]",13939.723,5421.305,7740.52,12487.747,28236.547,FALSE,1,1.003,1723,28
"827","K[4]",11169.005,4948.756,5915.211,9650.246,24471.721,FALSE,1,1.002,1462,28
"927","phi[1]",0.7,0.261,0.226,0.707,1.12,FALSE,1,1,3000,28
"1027","phi[2]",0.595,0.287,0.13,0.575,1.11,FALSE,1,1,3000,28
"1133","phi[3]",0.734,0.238,0.297,0.736,1.126,FALSE,1,1.002,1079,28
"1229","phi[4]",0.749,0.249,0.277,0.762,1.129,FALSE,1,1.002,904,28
"1327","bigphi",0.738,0.213,0.305,0.747,1.108,FALSE,1,1.001,1389,28
"1427","R.hyp",0.02,0.03,0.001,0.011,0.121,FALSE,1,1.011,947,28
"1527","Kseo",40490.102,8491.648,26781.808,39408.33,60065.864,FALSE,1,1,3000,28
"1634","sigma",0.048,0.021,0.01,0.049,0.081,FALSE,1,1.001,2095,28
"1727","eta",200.789,318.479,0.657,74.307,1297.614,FALSE,1,1.002,3000,28
"1852","rB1",1.999,4.116,0.015,0.599,13.029,FALSE,1,1.002,3000,28
"1927","rB2",198.791,315.696,0.592,73.175,1284.684,FALSE,1,1.002,3000,28
"2027","pi[1]",0.251,0.097,0.118,0.229,0.496,FALSE,1,1.002,1617,28
"2129","pi[2]",0.128,0.076,0.044,0.105,0.343,FALSE,1,1.008,864,28
"2227","pi[3]",0.345,0.102,0.186,0.331,0.578,FALSE,1,1.003,1049,28
"2327","pi[4]",0.276,0.096,0.139,0.256,0.514,FALSE,1,1.003,829,28
"2427","phiTau",1.727,2.884,0.499,1.163,6.1,FALSE,1,1.079,2798,28
"162727","qsCPUE[1]",1.819,0.25,1.385,1.8,2.37,FALSE,1,1.001,1295,28
"162827","qsCPUE[2]",11.768,2.368,7.839,11.537,17.195,FALSE,1,1,3000,28
"162927","qsCPUE[3]",4.361,0.434,3.556,4.349,5.243,FALSE,1,1,2871,28
"163027","qsCPUE[4]",3.061,0.365,2.389,3.043,3.85,FALSE,1,1,3000,28
"163127","Tau1",0.337,0.112,0.17,0.32,0.609,FALSE,1,1,3000,28
"163227","Tau2",0,0,0,0,0,FALSE,1,NA,1,28
"163327","Tau3",0.197,0.056,0.08,0.198,0.305,FALSE,1,1,3000,28
"182027","MSY[1]",30.699,36.128,0.481,19.141,123.586,FALSE,1,1,3000,28
"182127","MSY[2]",18.354,17.505,0.263,13.981,60.719,FALSE,1,1,3000,28
"182227","MSY[3]",32.124,32.553,0.654,20.805,114.035,FALSE,1,1,3000,28
"182327","MSY[4]",19.482,23.189,0.455,10.501,82.057,FALSE,1,1.001,3000,28
"182427","Bmsy[1]",4077.674,1998.387,2000.281,3450.008,9395.028,FALSE,1,1.002,1818,28
"182527","Bmsy[2]",2074.876,1415.172,748.987,1629.009,5985.404,FALSE,1,1.013,756,28
"182627","Bmsy[3]",5575.889,2168.522,3096.208,4995.099,11294.619,FALSE,1,1.003,1723,28
"182727","Bmsy[4]",4467.602,1979.502,2366.084,3860.098,9788.688,FALSE,1,1.002,1462,28
"182827","Fmsy[1]",0.009,0.015,0,0.005,0.043,FALSE,1,1.003,3000,28
"182927","Fmsy[2]",0.012,0.016,0,0.008,0.051,FALSE,1,1.016,1523,28
"183027","Fmsy[3]",0.006,0.007,0,0.004,0.025,FALSE,1,1.002,3000,28
"183127","Fmsy[4]",0.005,0.007,0,0.002,0.025,FALSE,1,1.003,2936,28
"183227","Hmsy[1]",0.009,0.015,0,0.005,0.043,FALSE,1,1.003,3000,28
"183327","Hmsy[2]",0.012,0.016,0,0.008,0.051,FALSE,1,1.016,1523,28
"183427","Hmsy[3]",0.006,0.007,0,0.004,0.025,FALSE,1,1.002,3000,28
"183527","Hmsy[4]",0.005,0.007,0,0.002,0.025,FALSE,1,1.003,2936,28
"183627","Stock.Status[1]",0.804,0.314,0.278,0.791,1.458,FALSE,1,1,3000,28
"183727","Stock.Status[2]",0.553,0.294,0.133,0.514,1.215,FALSE,1,1.002,3000,28
"183827","Stock.Status[3]",0.575,0.192,0.249,0.56,0.962,FALSE,1,1.002,1063,28
"183927","Stock.Status[4]",0.897,0.312,0.345,0.893,1.514,FALSE,1,1.001,1216,28
"184027","Proj1_biomass",9757.945,1047.329,7802.755,9771.001,11856.578,FALSE,1,1,2577,28
"184127","Bmsyseo",16196.041,3396.659,10712.723,15763.332,24026.346,FALSE,1,1,3000,28
"184227","Fmsyseo",0.007,0.006,0.001,0.005,0.023,FALSE,1,1.004,3000,28
"184327","Fmsyseo2",0.007,0.006,0.001,0.005,0.023,FALSE,1,1.004,3000,28
"184427","Stock.Status.SEO",0.643,0.144,0.397,0.631,0.959,FALSE,1,1,3000,28
"185727","deviance",4589.571,26.705,4538.316,4589.139,4642.254,FALSE,1,1,3000,28
"1134","r[1]",0.013,0.017,0,0.009,0.056,FALSE,1,1.012,1143,29
"266","r[2]",0.037,0.038,0.001,0.024,0.158,FALSE,1,1.001,3000,29
"328","r[3]",0.006,0.006,0,0.003,0.022,FALSE,1,1.003,2032,29
"428","r[4]",0.012,0.014,0,0.008,0.047,FALSE,1,1.013,698,29
"528","K[1]",9648.496,4753.187,4584.286,8111.302,22070.828,FALSE,1,1.011,378,29
"628","K[2]",5450.848,4558.157,1380.499,3773.254,17922.233,FALSE,1,1.019,208,29
"728","K[3]",13593.87,5476.368,7601.328,12044.468,27977.129,FALSE,1,1.004,909,29
"828","K[4]",9925.395,4776.854,4863.058,8442.357,23159.419,FALSE,1,1.026,137,29
"928","phi[1]",0.664,0.266,0.207,0.654,1.12,FALSE,1,1.005,400,29
"1028","phi[2]",0.464,0.295,0.066,0.408,1.085,FALSE,1,1.007,289,29
"1135","phi[3]",0.747,0.237,0.308,0.753,1.129,FALSE,1,1.002,951,29
"1230","phi[4]",0.685,0.259,0.227,0.683,1.12,FALSE,1,1.01,198,29
"1328","bigphi",0.729,0.213,0.289,0.743,1.091,FALSE,1,1,3000,29
"1428","R.hyp",0.031,0.037,0.001,0.018,0.151,FALSE,1,1.001,2896,29
"1528","Kseo",38618.608,8197.773,25670.518,37703.228,57690.2,FALSE,1,1,3000,29
"1635","sigma",0.035,0.022,0.007,0.031,0.079,FALSE,1,1,3000,29
"1728","eta",131.949,245.747,0.684,41.047,941.73,FALSE,1,1.003,3000,29
"1853","rB1",1.924,3.888,0.016,0.635,13.361,FALSE,1,1.004,3000,29
"1928","rB2",130.024,242.603,0.623,40.418,922.344,FALSE,1,1.003,3000,29
"2028","pi[1]",0.25,0.101,0.115,0.225,0.492,FALSE,1,1.008,338,29
"2130","pi[2]",0.138,0.099,0.035,0.104,0.393,FALSE,1,1.018,181,29
"2228","pi[3]",0.354,0.115,0.183,0.332,0.625,FALSE,1,1.003,740,29
"2328","pi[4]",0.258,0.101,0.12,0.233,0.509,FALSE,1,1.022,122,29
"2428","phiTau",1.652,1.983,0.508,1.158,5.814,FALSE,1,1.01,3000,29
"162728","qsCPUE[1]",2.092,0.286,1.598,2.068,2.713,FALSE,1,1,3000,29
"162828","qsCPUE[2]",12.32,2.648,7.919,12.077,18.367,FALSE,1,1,3000,29
"162928","qsCPUE[3]",5.045,0.49,4.17,5.018,6.059,FALSE,1,1.001,3000,29
"163028","qsCPUE[4]",3.934,0.464,3.115,3.904,4.92,FALSE,1,1,3000,29
"163128","Tau1",0.36,0.127,0.172,0.338,0.686,FALSE,1,1.003,1504,29
"163228","Tau2",0,0,0,0,0,FALSE,1,NA,1,29
"163328","Tau3",0.19,0.066,0.05,0.192,0.316,FALSE,1,1.002,910,29
"182028","MSY[1]",34.528,33.312,0.521,26.434,118.396,FALSE,1,1.008,562,29
"182128","MSY[2]",42.027,27.938,1.432,38.579,112.631,FALSE,1,1.015,262,29
"182228","MSY[3]",22.541,23.752,0.597,14.225,84.775,FALSE,1,1,3000,29
"182328","MSY[4]",32.031,30.147,0.557,24.339,105.861,FALSE,1,1,3000,29
"182428","Bmsy[1]",3859.398,1901.275,1833.714,3244.521,8828.331,FALSE,1,1.011,378,29
"182528","Bmsy[2]",2180.339,1823.263,552.2,1509.301,7168.893,FALSE,1,1.019,208,29
"182628","Bmsy[3]",5437.548,2190.547,3040.531,4817.787,11190.852,FALSE,1,1.004,909,29
"182728","Bmsy[4]",3970.158,1910.741,1945.223,3376.943,9263.768,FALSE,1,1.026,137,29
"182828","Fmsy[1]",0.011,0.015,0,0.007,0.048,FALSE,1,1.012,1143,29
"182928","Fmsy[2]",0.031,0.032,0.001,0.02,0.133,FALSE,1,1.001,3000,29
"183028","Fmsy[3]",0.005,0.005,0,0.003,0.019,FALSE,1,1.003,2032,29
"183128","Fmsy[4]",0.01,0.012,0,0.006,0.039,FALSE,1,1.013,698,29
"183228","Hmsy[1]",0.011,0.015,0,0.007,0.048,FALSE,1,1.012,1143,29
"183328","Hmsy[2]",0.031,0.032,0.001,0.02,0.133,FALSE,1,1.001,3000,29
"183428","Hmsy[3]",0.005,0.005,0,0.003,0.019,FALSE,1,1.003,2032,29
"183528","Hmsy[4]",0.01,0.012,0,0.006,0.039,FALSE,1,1.013,698,29
"183628","Stock.Status[1]",0.72,0.306,0.248,0.696,1.375,FALSE,1,1.004,1247,29
"183728","Stock.Status[2]",0.847,0.554,0.15,0.713,2.108,FALSE,1,1.003,636,29
"183828","Stock.Status[3]",0.543,0.184,0.228,0.535,0.903,FALSE,1,1.001,1279,29
"183928","Stock.Status[4]",0.853,0.328,0.299,0.837,1.528,FALSE,1,1.01,207,29
"184028","Proj1_biomass",8893.029,857.279,7190.701,8910.086,10581.142,FALSE,1,1,3000,29
"184128","Bmsyseo",15447.443,3279.109,10268.207,15081.291,23076.08,FALSE,1,1,3000,29
"184228","Fmsyseo",0.009,0.006,0.001,0.008,0.024,FALSE,1,1.002,765,29
"184328","Fmsyseo2",0.009,0.006,0.001,0.008,0.024,FALSE,1,1.002,765,29
"184428","Stock.Status.SEO",0.603,0.137,0.371,0.588,0.903,FALSE,1,1,3000,29
"185728","deviance",4584.362,26.679,4534.238,4583.082,4637.948,FALSE,1,1,3000,29
"1136","r[1]",0.007,0.008,0,0.004,0.027,FALSE,1,1.007,1585,30
"267","r[2]",0.008,0.009,0,0.005,0.033,FALSE,1,1.002,2692,30
"329","r[3]",0.007,0.007,0,0.004,0.025,FALSE,1,1,3000,30
"429","r[4]",0.004,0.005,0,0.002,0.017,FALSE,1,1.003,2735,30
"529","K[1]",10048.858,4850.393,4818.708,8670.866,22780.387,FALSE,1,1.038,170,30
"629","K[2]",6547.638,5050.075,2025.695,4721.433,20678.753,FALSE,1,1.014,373,30
"729","K[3]",13688.159,5561.48,7174.253,12184.646,28116.353,FALSE,1,1.01,840,30
"829","K[4]",10426.8,4597.729,5310.865,9132.595,22852.129,FALSE,1,1.005,429,30
"929","phi[1]",0.703,0.256,0.234,0.707,1.122,FALSE,1,1.008,285,30
"1029","phi[2]",0.527,0.299,0.091,0.483,1.102,FALSE,1,1.005,431,30
"1137","phi[3]",0.712,0.243,0.276,0.714,1.119,FALSE,1,1.001,3000,30
"1231","phi[4]",0.745,0.248,0.276,0.759,1.133,FALSE,1,1.005,374,30
"1329","bigphi",0.732,0.215,0.289,0.736,1.108,FALSE,1,1,3000,30
"1429","R.hyp",0.017,0.028,0,0.008,0.119,FALSE,1,1.001,2627,30
"1529","Kseo",40711.455,8724.403,26917.569,39810.324,60060.783,FALSE,1,1.009,252,30
"1636","sigma",0.052,0.019,0.013,0.054,0.081,FALSE,1,1,3000,30
"1729","eta",205.722,319.31,0.588,79.223,1296.387,FALSE,1,1.002,3000,30
"1854","rB1",1.534,3.099,0.011,0.491,10.665,FALSE,1,1.007,3000,30
"1929","rB2",204.189,317.081,0.542,78.645,1289.972,FALSE,1,1.002,3000,30
"2029","pi[1]",0.248,0.098,0.113,0.23,0.48,FALSE,1,1.023,293,30
"2131","pi[2]",0.158,0.101,0.05,0.124,0.427,FALSE,1,1.01,504,30
"2229","pi[3]",0.337,0.107,0.175,0.32,0.586,FALSE,1,1.007,3000,30
"2329","pi[4]",0.258,0.095,0.124,0.239,0.491,FALSE,1,1.018,121,30
"2429","phiTau",1.865,6.228,0.495,1.156,6.012,FALSE,1,1.093,3000,30
"162729","qsCPUE[1]",1.837,0.268,1.388,1.81,2.457,FALSE,1,1.001,1913,30
"162829","qsCPUE[2]",13.107,2.616,8.747,12.857,18.951,FALSE,1,1,3000,30
"162929","qsCPUE[3]",5.062,0.506,4.16,5.033,6.073,FALSE,1,1,3000,30
"163029","qsCPUE[4]",3.439,0.417,2.696,3.41,4.328,FALSE,1,1.001,2903,30
"163129","Tau1",0.597,0.152,0.355,0.577,0.945,FALSE,1,1,3000,30
"163229","Tau2",0,0,0,0,0,FALSE,1,NA,1,30
"163329","Tau3",0.166,0.065,0.032,0.169,0.287,FALSE,1,1.002,1099,30
"182029","MSY[1]",19.047,20.725,0.378,11.454,74.404,FALSE,1,1,3000,30
"182129","MSY[2]",15.183,17.828,0.238,9.561,64.375,FALSE,1,1,3000,30
"182229","MSY[3]",27.322,27.37,0.633,19.255,97.581,FALSE,1,1,3000,30
"182329","MSY[4]",11.291,13.171,0.376,6.263,48.29,FALSE,1,1.001,1739,30
"182429","Bmsy[1]",4019.543,1940.157,1927.483,3468.346,9112.155,FALSE,1,1.038,170,30
"182529","Bmsy[2]",2619.055,2020.03,810.278,1888.573,8271.501,FALSE,1,1.014,373,30
"182629","Bmsy[3]",5475.264,2224.592,2869.701,4873.858,11246.541,FALSE,1,1.01,840,30
"182729","Bmsy[4]",4170.72,1839.092,2124.346,3653.038,9140.852,FALSE,1,1.005,429,30
"182829","Fmsy[1]",0.005,0.007,0,0.003,0.023,FALSE,1,1.007,1585,30
"182929","Fmsy[2]",0.007,0.008,0,0.005,0.028,FALSE,1,1.002,2692,30
"183029","Fmsy[3]",0.005,0.006,0,0.004,0.021,FALSE,1,1,3000,30
"183129","Fmsy[4]",0.003,0.004,0,0.002,0.014,FALSE,1,1.003,2735,30
"183229","Hmsy[1]",0.005,0.007,0,0.003,0.023,FALSE,1,1.007,1585,30
"183329","Hmsy[2]",0.007,0.008,0,0.005,0.028,FALSE,1,1.002,2692,30
"183429","Hmsy[3]",0.005,0.006,0,0.004,0.021,FALSE,1,1,3000,30
"183529","Hmsy[4]",0.003,0.004,0,0.002,0.014,FALSE,1,1.003,2735,30
"183629","Stock.Status[1]",0.565,0.225,0.201,0.549,1.03,FALSE,1,1.007,303,30
"183729","Stock.Status[2]",0.359,0.209,0.073,0.328,0.835,FALSE,1,1.003,613,30
"183829","Stock.Status[3]",0.345,0.122,0.143,0.336,0.603,FALSE,1,1.003,3000,30
