"","parameter","mean","sd","2.5%","50%","97.5%","overlap0","f","Rhat","n.eff","iter"
"162924","qsCPUE[3]",5.76,0.563,4.771,5.728,6.936,FALSE,1,1,3000,75
"163024","qsCPUE[4]",3.62,0.431,2.837,3.594,4.537,FALSE,1,1.001,3000,75
"163124","Tau1",0.353,0.111,0.192,0.335,0.625,FALSE,1,1.002,3000,75
"163224","Tau2",0,0,0,0,0,FALSE,1,NA,1,75
"163324","Tau3",0.201,0.067,0.057,0.203,0.327,FALSE,1,1,3000,75
"182024","MSY[1]",15.12,17.923,0.41,8.286,66.195,FALSE,1,1.003,946,75
"182124","MSY[2]",15.576,16.714,0.226,10.52,58.447,FALSE,1,1.005,1412,75
"182224","MSY[3]",12.39,14.495,0.459,7.014,52.119,FALSE,1,1.001,3000,75
"182324","MSY[4]",29.867,27.636,0.534,23.106,93.811,FALSE,1,1.01,429,75
"182424","Bmsy[1]",4416.91,2102.986,2089.929,3816.506,10184.012,FALSE,1,1.002,962,75
"182524","Bmsy[2]",2495.499,1903.796,728.779,1799.492,7548.355,FALSE,1,1.033,86,75
"182624","Bmsy[3]",5196.142,2140.174,2790.995,4599.039,10999.273,FALSE,1,1.003,816,75
"182724","Bmsy[4]",4152.447,2052.618,1976.331,3536.572,9740.803,FALSE,1,1.035,120,75
"182824","Fmsy[1]",0.004,0.005,0,0.002,0.017,FALSE,1,1,3000,75
"182924","Fmsy[2]",0.009,0.014,0,0.005,0.042,FALSE,1,1.013,368,75
"183024","Fmsy[3]",0.003,0.003,0,0.001,0.011,FALSE,1,1.004,1359,75
"183124","Fmsy[4]",0.008,0.009,0,0.006,0.034,FALSE,1,1,3000,75
"183224","Hmsy[1]",0.004,0.005,0,0.002,0.017,FALSE,1,1,3000,75
"183324","Hmsy[2]",0.009,0.014,0,0.005,0.042,FALSE,1,1.013,368,75
"183424","Hmsy[3]",0.003,0.003,0,0.001,0.011,FALSE,1,1.004,1359,75
"183524","Hmsy[4]",0.008,0.009,0,0.006,0.034,FALSE,1,1,3000,75
"183624","Stock.Status[1]",0.538,0.218,0.185,0.521,0.991,FALSE,1,1.002,876,75
"183724","Stock.Status[2]",0.475,0.307,0.09,0.419,1.22,FALSE,1,1.02,109,75
"183824","Stock.Status[3]",0.351,0.12,0.142,0.349,0.598,FALSE,1,1.002,883,75
"183924","Stock.Status[4]",0.666,0.264,0.232,0.65,1.233,FALSE,1,1.011,188,75
"184024","Proj1_biomass",6603.33,721.319,5346.16,6569.12,8101.033,FALSE,1,1,3000,75
"184124","Bmsyseo",16260.998,3508.569,10626.929,15887.412,23803.208,FALSE,1,1.001,3000,75
"184224","Fmsyseo",0.005,0.004,0,0.004,0.014,FALSE,1,1.002,803,75
"184324","Fmsyseo2",0.005,0.004,0,0.004,0.014,FALSE,1,1.002,803,75
"184424","Stock.Status.SEO",0.432,0.101,0.263,0.422,0.651,FALSE,1,1.001,3000,75
"185724","deviance",4546.745,26.969,4496.101,4546.059,4601.598,FALSE,1,1,3000,75
"1109","r[1]",0.005,0.006,0,0.003,0.022,FALSE,1,1.002,1860,76
"263","r[2]",0.013,0.015,0,0.008,0.054,FALSE,1,1,3000,76
"325","r[3]",0.005,0.006,0,0.003,0.021,FALSE,1,1.002,2090,76
"425","r[4]",0.005,0.006,0,0.003,0.023,FALSE,1,1,3000,76
"525","K[1]",9867.752,4954.012,4486.979,8353.457,22987.078,FALSE,1,1.003,897,76
"625","K[2]",5859.142,4091.64,1959.672,4492.373,17166.989,FALSE,1,1.008,543,76
"725","K[3]",14058.145,5619.484,7646.391,12470.103,28878.273,FALSE,1,1.005,375,76
"825","K[4]",11678.372,5555.881,5686.111,10063.239,26356.844,FALSE,1,1.006,941,76
"925","phi[1]",0.681,0.264,0.223,0.68,1.127,FALSE,1,1.002,915,76
"1025","phi[2]",0.575,0.292,0.117,0.55,1.111,FALSE,1,1.003,646,76
"1129","phi[3]",0.759,0.24,0.295,0.773,1.129,FALSE,1,1.006,301,76
"1227","phi[4]",0.716,0.259,0.234,0.727,1.127,FALSE,1,1.001,1254,76
"1325","bigphi",0.738,0.209,0.313,0.748,1.104,FALSE,1,1.001,1326,76
"1425","R.hyp",0.018,0.03,0.001,0.009,0.125,FALSE,1,1.001,3000,76
"1525","Kseo",41463.411,9071.438,27107.684,40341.581,63134.112,FALSE,1,1.001,3000,76
"1625","sigma",0.056,0.017,0.02,0.058,0.081,FALSE,1,1.001,1171,76
"1725","eta",200.722,312.784,0.685,73.88,1194.657,FALSE,1,1.001,3000,76
"1850","rB1",1.626,3.245,0.012,0.519,11.045,FALSE,1,1.004,3000,76
"1925","rB2",199.096,310.48,0.634,73.109,1191.669,FALSE,1,1.001,3000,76
"2025","pi[1]",0.237,0.095,0.108,0.217,0.469,FALSE,1,1.002,1188,76
"2127","pi[2]",0.14,0.084,0.046,0.115,0.373,FALSE,1,1.008,496,76
"2225","pi[3]",0.341,0.108,0.173,0.324,0.594,FALSE,1,1.008,237,76
"2325","pi[4]",0.281,0.103,0.135,0.259,0.531,FALSE,1,1.004,651,76
"2425","phiTau",1.656,1.699,0.509,1.178,5.796,FALSE,1,1.015,1091,76
"162725","qsCPUE[1]",2.314,0.326,1.728,2.299,3.03,FALSE,1,1.001,2014,76
"162825","qsCPUE[2]",10.4,2.196,6.677,10.156,15.298,FALSE,1,1.001,1709,76
"162925","qsCPUE[3]",4.898,0.51,3.995,4.861,5.975,FALSE,1,1,3000,76
"163025","qsCPUE[4]",3.59,0.435,2.806,3.568,4.495,FALSE,1,1.001,1632,76
"163125","Tau1",0.667,0.151,0.417,0.652,0.964,FALSE,1,1,3000,76
"163225","Tau2",0,0,0,0,0,FALSE,1,NA,1,76
"163325","Tau3",0.207,0.061,0.078,0.209,0.322,FALSE,1,1,3000,76
"182025","MSY[1]",15.605,17.968,0.373,8.916,63.425,FALSE,1,1.001,3000,76
"182125","MSY[2]",19.242,18.431,0.307,14.443,65.304,FALSE,1,1.003,1011,76
"182225","MSY[3]",22.616,23.912,0.582,13.952,84.596,FALSE,1,1,3000,76
"182325","MSY[4]",17.546,19.756,0.473,10.377,71.011,FALSE,1,1,3000,76
"182425","Bmsy[1]",3947.101,1981.605,1794.792,3341.383,9194.831,FALSE,1,1.003,897,76
"182525","Bmsy[2]",2343.657,1636.656,783.869,1796.949,6866.796,FALSE,1,1.008,543,76
"182625","Bmsy[3]",5623.258,2247.794,3058.556,4988.041,11551.309,FALSE,1,1.005,375,76
"182725","Bmsy[4]",4671.349,2222.352,2274.444,4025.296,10542.738,FALSE,1,1.006,941,76
"182825","Fmsy[1]",0.005,0.005,0,0.002,0.019,FALSE,1,1.002,1860,76
"182925","Fmsy[2]",0.011,0.013,0,0.007,0.046,FALSE,1,1,3000,76
"183025","Fmsy[3]",0.004,0.005,0,0.003,0.018,FALSE,1,1.002,2090,76
"183125","Fmsy[4]",0.004,0.005,0,0.002,0.02,FALSE,1,1,3000,76
"183225","Hmsy[1]",0.005,0.005,0,0.002,0.019,FALSE,1,1.002,1860,76
"183325","Hmsy[2]",0.011,0.013,0,0.007,0.046,FALSE,1,1,3000,76
"183425","Hmsy[3]",0.004,0.005,0,0.003,0.018,FALSE,1,1.002,2090,76
"183525","Hmsy[4]",0.004,0.005,0,0.002,0.02,FALSE,1,1,3000,76
"183625","Stock.Status[1]",0.503,0.208,0.165,0.486,0.963,FALSE,1,1.002,1068,76
"183725","Stock.Status[2]",0.511,0.291,0.111,0.464,1.209,FALSE,1,1.001,2050,76
"183825","Stock.Status[3]",0.414,0.142,0.173,0.409,0.708,FALSE,1,1.007,278,76
"183925","Stock.Status[4]",0.685,0.26,0.248,0.673,1.221,FALSE,1,1.001,1347,76
"184025","Proj1_biomass",7092.639,777.41,5676.548,7038.744,8740.399,FALSE,1,1,3000,76
"184125","Bmsyseo",16585.364,3628.575,10843.074,16136.633,25253.645,FALSE,1,1.001,3000,76
"184225","Fmsyseo",0.005,0.004,0,0.004,0.016,FALSE,1,1,3000,76
"184325","Fmsyseo2",0.005,0.004,0,0.004,0.016,FALSE,1,1,3000,76
"184425","Stock.Status.SEO",0.461,0.107,0.28,0.452,0.703,FALSE,1,1,2514,76
"185725","deviance",4571.759,27.155,4519.141,4572.155,4625.502,FALSE,1,1,2722,76
"1130","r[1]",0.005,0.006,0,0.003,0.021,FALSE,1,1.008,1623,77
"264","r[2]",0.013,0.014,0,0.009,0.05,FALSE,1,1.012,375,77
"326","r[3]",0.003,0.003,0,0.001,0.011,FALSE,1,1,3000,77
"426","r[4]",0.003,0.004,0,0.002,0.014,FALSE,1,1.003,2793,77
"526","K[1]",9324.834,5033.322,4184.047,7826.179,23128.929,FALSE,1,1.004,704,77
"626","K[2]",5980.604,4995.943,1666.993,4175.536,20833.732,FALSE,1,1.072,53,77
"726","K[3]",13934.861,5855.047,7379.668,12342.567,29193.107,FALSE,1,1.003,1336,77
"826","K[4]",11073.089,5773.994,5025.759,9328.664,26213.61,FALSE,1,1.046,104,77
"926","phi[1]",0.661,0.264,0.2,0.665,1.119,FALSE,1,1.003,730,77
"1026","phi[2]",0.529,0.305,0.083,0.484,1.103,FALSE,1,1.031,70,77
"1131","phi[3]",0.737,0.238,0.287,0.737,1.127,FALSE,1,1.005,360,77
"1228","phi[4]",0.672,0.266,0.211,0.671,1.121,FALSE,1,1.012,184,77
"1326","bigphi",0.729,0.214,0.287,0.737,1.099,FALSE,1,1,2505,77
"1426","R.hyp",0.018,0.03,0,0.007,0.124,FALSE,1,1.003,1803,77
"1526","Kseo",40313.388,9098.163,26574.449,38970.144,60749.518,FALSE,1,1.005,529,77
"1626","sigma",0.056,0.017,0.02,0.058,0.081,FALSE,1,1,3000,77
"1726","eta",152.091,258.61,0.499,53.13,994.529,FALSE,1,1.003,2632,77
"1851","rB1",0.871,1.896,0.01,0.316,5.272,FALSE,1,1.01,1485,77
"1926","rB2",151.22,257.315,0.477,52.822,992.387,FALSE,1,1.003,2647,77
"2026","pi[1]",0.232,0.103,0.097,0.208,0.486,FALSE,1,1.001,1528,77
"2128","pi[2]",0.146,0.104,0.041,0.11,0.437,FALSE,1,1.064,53,77
"2226","pi[3]",0.348,0.113,0.166,0.33,0.608,FALSE,1,1.008,275,77
"2326","pi[4]",0.274,0.114,0.117,0.25,0.541,FALSE,1,1.037,73,77
"2426","phiTau",1.716,1.989,0.506,1.181,6.281,FALSE,1,1.006,3000,77
"162726","qsCPUE[1]",2.303,0.314,1.761,2.28,2.956,FALSE,1,1,3000,77
"162826","qsCPUE[2]",15.035,3.191,9.813,14.694,22.506,FALSE,1,1,3000,77
"162926","qsCPUE[3]",5.448,0.518,4.522,5.424,6.518,FALSE,1,1.001,2563,77
"163026","qsCPUE[4]",3.578,0.416,2.842,3.554,4.447,FALSE,1,1,3000,77
"163126","Tau1",0.528,0.145,0.303,0.505,0.871,FALSE,1,1,2154,77
"163226","Tau2",0,0,0,0,0,FALSE,1,NA,1,77
"163326","Tau3",0.16,0.069,0.024,0.163,0.293,FALSE,1,1.001,2634,77
"182026","MSY[1]",12.426,14.356,0.348,6.97,52.766,FALSE,1,1.006,1278,77
"182126","MSY[2]",18.975,19.821,0.271,14.35,73.117,FALSE,1,1.025,327,77
"182226","MSY[3]",11.299,13.905,0.462,5.904,51.319,FALSE,1,1.001,3000,77
"182326","MSY[4]",10.077,12.547,0.355,5.238,45.129,FALSE,1,1.004,2283,77
"182426","Bmsy[1]",3729.933,2013.329,1673.619,3130.472,9251.572,FALSE,1,1.004,704,77
"182526","Bmsy[2]",2392.242,1998.377,666.797,1670.215,8333.493,FALSE,1,1.072,53,77
"182626","Bmsy[3]",5573.944,2342.019,2951.867,4937.027,11677.243,FALSE,1,1.003,1336,77
"182726","Bmsy[4]",4429.236,2309.597,2010.304,3731.466,10485.444,FALSE,1,1.046,104,77
"182826","Fmsy[1]",0.004,0.005,0,0.002,0.018,FALSE,1,1.008,1623,77
"182926","Fmsy[2]",0.011,0.012,0,0.007,0.042,FALSE,1,1.012,375,77
"183026","Fmsy[3]",0.002,0.003,0,0.001,0.009,FALSE,1,1,3000,77
"183126","Fmsy[4]",0.003,0.003,0,0.001,0.012,FALSE,1,1.003,2793,77
"183226","Hmsy[1]",0.004,0.005,0,0.002,0.018,FALSE,1,1.008,1623,77
"183326","Hmsy[2]",0.011,0.012,0,0.007,0.042,FALSE,1,1.012,375,77
"183426","Hmsy[3]",0.002,0.003,0,0.001,0.009,FALSE,1,1,3000,77
"183526","Hmsy[4]",0.003,0.003,0,0.001,0.012,FALSE,1,1.003,2793,77
"183626","Stock.Status[1]",0.31,0.137,0.097,0.294,0.616,FALSE,1,1.002,1151,77
"183726","Stock.Status[2]",0.256,0.167,0.042,0.221,0.657,FALSE,1,1.027,82,77
"183826","Stock.Status[3]",0.189,0.067,0.076,0.185,0.329,FALSE,1,1.004,478,77
"183926","Stock.Status[4]",0.437,0.183,0.147,0.42,0.818,FALSE,1,1.015,137,77
"184026","Proj1_biomass",3759.458,415.068,2999.056,3742.914,4640.076,FALSE,1,1,3000,77
"184126","Bmsyseo",16125.355,3639.265,10629.779,15588.057,24299.807,FALSE,1,1.005,529,77
"184226","Fmsyseo",0.003,0.003,0,0.003,0.01,FALSE,1,1.001,2375,77
"184326","Fmsyseo2",0.003,0.003,0,0.003,0.01,FALSE,1,1.001,2375,77
"184426","Stock.Status.SEO",0.25,0.06,0.15,0.246,0.382,FALSE,1,1.003,654,77
"185726","deviance",4490.09,27.304,4438.788,4489.456,4544.479,FALSE,1,1.002,1522,77
"1132","r[1]",0.005,0.006,0,0.002,0.021,FALSE,1,1.003,3000,78
"265","r[2]",0.006,0.007,0,0.003,0.024,FALSE,1,1.006,3000,78
"327","r[3]",0.006,0.006,0,0.004,0.022,FALSE,1,1.001,3000,78
"427","r[4]",0.004,0.005,0,0.002,0.016,FALSE,1,1,3000,78
"527","K[1]",11058.552,4582.484,5865.863,9840.479,23171.176,FALSE,1,1.002,2025,78
"627","K[2]",6145.541,4046.108,2416.845,4752.748,18037.307,FALSE,1,1.029,149,78
"727","K[3]",15735.886,5167.315,9098.827,14556.144,29117.531,FALSE,1,1,3000,78
"827","K[4]",12397.21,4638.506,6777.763,11282.148,23916.548,FALSE,1,1.006,615,78
"927","phi[1]",0.764,0.24,0.295,0.787,1.129,FALSE,1,1.001,1518,78
"1027","phi[2]",0.633,0.281,0.148,0.621,1.119,FALSE,1,1.01,208,78
"1133","phi[3]",0.813,0.215,0.374,0.833,1.137,FALSE,1,1.001,1869,78
"1229","phi[4]",0.798,0.228,0.348,0.821,1.132,FALSE,1,1.003,569,78
"1327","bigphi",0.745,0.211,0.305,0.755,1.1,FALSE,1,1,3000,78
"1427","R.hyp",0.014,0.026,0,0.006,0.102,FALSE,1,1.003,3000,78
"1527","Kseo",45337.189,9001.45,30948.026,44316.883,66778.242,FALSE,1,1.001,2384,78
"1634","sigma",0.064,0.012,0.038,0.066,0.081,FALSE,1,1.001,3000,78
"1727","eta",212.751,320.355,0.74,88.16,1295.77,FALSE,1,1,3000,78
"1852","rB1",1.286,2.462,0.013,0.442,8.183,FALSE,1,1.003,3000,78
"1927","rB2",211.465,318.65,0.696,87.341,1286.223,FALSE,1,1,3000,78
"2027","pi[1]",0.244,0.08,0.13,0.228,0.441,FALSE,1,1.002,1713,78
"2129","pi[2]",0.134,0.074,0.055,0.109,0.343,FALSE,1,1.027,142,78
"2227","pi[3]",0.348,0.088,0.202,0.338,0.544,FALSE,1,1.002,1426,78
"2327","pi[4]",0.274,0.08,0.153,0.261,0.461,FALSE,1,1.009,287,78
"2427","phiTau",1.664,2.59,0.499,1.16,5.718,FALSE,1,1.135,1723,78
"162727","qsCPUE[1]",2.175,0.307,1.634,2.155,2.828,FALSE,1,1.001,1821,78
"162827","qsCPUE[2]",12.048,2.342,8.078,11.874,17.19,FALSE,1,1.001,3000,78
"162927","qsCPUE[3]",5.315,0.544,4.366,5.287,6.493,FALSE,1,1,3000,78
"163027","qsCPUE[4]",3.596,0.454,2.787,3.576,4.549,FALSE,1,1.001,2017,78
"163127","Tau1",0.613,0.154,0.358,0.596,0.949,FALSE,1,1.001,3000,78
"163227","Tau2",0,0,0,0,0,FALSE,1,NA,1,78
"163327","Tau3",0.191,0.058,0.067,0.194,0.304,FALSE,1,1.001,2155,78
"182027","MSY[1]",15.07,17.723,0.419,8.613,64.6,FALSE,1,1,3000,78
"182127","MSY[2]",9.959,11.7,0.2,5.671,41.44,FALSE,1,1.017,352,78
"182227","MSY[3]",27.919,28.722,0.716,18.531,105.293,FALSE,1,1.001,2901,78
"182327","MSY[4]",13.508,15.255,0.498,7.835,55.397,FALSE,1,1,3000,78
"182427","Bmsy[1]",4423.421,1832.993,2346.345,3936.192,9268.471,FALSE,1,1.002,2025,78
"182527","Bmsy[2]",2458.216,1618.443,966.738,1901.099,7214.923,FALSE,1,1.029,149,78
"182627","Bmsy[3]",6294.354,2066.926,3639.531,5822.458,11647.012,FALSE,1,1,3000,78
"182727","Bmsy[4]",4958.884,1855.402,2711.105,4512.859,9566.619,FALSE,1,1.006,615,78
"182827","Fmsy[1]",0.004,0.005,0,0.002,0.018,FALSE,1,1.003,3000,78
"182927","Fmsy[2]",0.005,0.006,0,0.003,0.021,FALSE,1,1.006,3000,78
"183027","Fmsy[3]",0.005,0.005,0,0.003,0.019,FALSE,1,1.001,3000,78
"183127","Fmsy[4]",0.003,0.004,0,0.002,0.014,FALSE,1,1,3000,78
"183227","Hmsy[1]",0.004,0.005,0,0.002,0.018,FALSE,1,1.003,3000,78
"183327","Hmsy[2]",0.005,0.006,0,0.003,0.021,FALSE,1,1.006,3000,78
"183427","Hmsy[3]",0.005,0.005,0,0.003,0.019,FALSE,1,1.001,3000,78
"183527","Hmsy[4]",0.003,0.004,0,0.002,0.014,FALSE,1,1,3000,78
"183627","Stock.Status[1]",0.489,0.176,0.191,0.475,0.868,FALSE,1,1,2857,78
"183727","Stock.Status[2]",0.428,0.208,0.11,0.409,0.896,FALSE,1,1.006,337,78
"183827","Stock.Status[3]",0.49,0.146,0.238,0.484,0.794,FALSE,1,1,3000,78
"183927","Stock.Status[4]",0.67,0.217,0.293,0.66,1.122,FALSE,1,1.002,793,78
"184027","Proj1_biomass",8306.717,920.19,6645.54,8248.556,10274.017,FALSE,1,1,3000,78
"184127","Bmsyseo",18134.875,3600.58,12379.21,17726.753,26711.297,FALSE,1,1.001,2384,78
"184227","Fmsyseo",0.004,0.003,0,0.003,0.012,FALSE,1,1.001,3000,78
"184327","Fmsyseo2",0.004,0.003,0,0.003,0.012,FALSE,1,1.001,3000,78
"184427","Stock.Status.SEO",0.489,0.106,0.311,0.479,0.722,FALSE,1,1,3000,78
"185727","deviance",4617.474,26.918,4566.724,4616.822,4671.805,FALSE,1,1,3000,78
"1134","r[1]",0.005,0.007,0,0.003,0.024,FALSE,1,1.003,2982,79
"266","r[2]",0.006,0.008,0,0.004,0.026,FALSE,1,1.015,3000,79
"328","r[3]",0.004,0.005,0,0.002,0.017,FALSE,1,1,3000,79
"428","r[4]",0.004,0.005,0,0.002,0.018,FALSE,1,1.004,3000,79
"528","K[1]",9582.404,4953.809,4721.211,8052.058,23592.689,FALSE,1,1.002,725,79
"628","K[2]",5880.65,4807.964,1897.896,4077.065,20021.364,FALSE,1,1.011,293,79
"728","K[3]",14075.674,5850.064,7662.533,12315.274,29848.021,FALSE,1,1.01,613,79
"828","K[4]",10493.142,5294.482,5217.789,8779.229,24586.727,FALSE,1,1.004,780,79
"928","phi[1]",0.69,0.261,0.219,0.691,1.125,FALSE,1,1.005,353,79
"1028","phi[2]",0.548,0.3,0.096,0.516,1.104,FALSE,1,1.004,462,79
"1135","phi[3]",0.725,0.24,0.285,0.732,1.118,FALSE,1,1.005,437,79
"1230","phi[4]",0.717,0.26,0.235,0.729,1.128,FALSE,1,1.003,625,79
"1328","bigphi",0.73,0.214,0.29,0.74,1.102,FALSE,1,1.001,2757,79
"1428","R.hyp",0.014,0.025,0,0.006,0.1,FALSE,1,1.004,1989,79
"1528","Kseo",40031.87,8722.257,26602.979,38998.251,60560.381,FALSE,1,1.004,1481,79
"1635","sigma",0.033,0.021,0.007,0.029,0.079,FALSE,1,1,3000,79
"1728","eta",217.092,326.598,0.631,86.501,1288.353,FALSE,1,1,3000,79
"1853","rB1",1.317,2.701,0.012,0.422,8.357,FALSE,1,1.002,3000,79
"1928","rB2",215.775,324.805,0.573,85.724,1274.338,FALSE,1,1,3000,79
"2028","pi[1]",0.24,0.103,0.108,0.215,0.513,FALSE,1,1.004,417,79
"2130","pi[2]",0.144,0.097,0.046,0.108,0.41,FALSE,1,1.013,260,79
"2228","pi[3]",0.354,0.117,0.175,0.338,0.617,FALSE,1,1.005,716,79
"2328","pi[4]",0.262,0.105,0.122,0.238,0.521,FALSE,1,1.003,639,79
"2428","phiTau",1.656,2.338,0.504,1.172,5.725,FALSE,1,1.142,1361,79
"162728","qsCPUE[1]",2.401,0.297,1.865,2.386,3.026,FALSE,1,1,3000,79
"162828","qsCPUE[2]",15.144,2.815,10.426,14.866,21.361,FALSE,1,1,3000,79
"162928","qsCPUE[3]",5.134,0.448,4.297,5.113,6.079,FALSE,1,1,3000,79
"163028","qsCPUE[4]",3.966,0.416,3.203,3.948,4.842,FALSE,1,1,3000,79
"163128","Tau1",0.287,0.107,0.121,0.27,0.533,FALSE,1,1.003,920,79
"163228","Tau2",0,0,0,0,0,FALSE,1,NA,1,79
"163328","Tau3",0.099,0.056,0.014,0.094,0.214,FALSE,1,1.001,1927,79
"182028","MSY[1]",14.63,17.034,0.349,8.336,60.623,FALSE,1,1,3000,79
"182128","MSY[2]",9.941,12.089,0.201,5.868,43.887,FALSE,1,1.007,1576,79
"182228","MSY[3]",18.214,20.695,0.526,10.297,74.673,FALSE,1,1.004,3000,79
"182328","MSY[4]",12.237,14.701,0.339,6.932,51.95,FALSE,1,1.003,2952,79
"182428","Bmsy[1]",3832.962,1981.524,1888.485,3220.823,9437.075,FALSE,1,1.002,725,79
"182528","Bmsy[2]",2352.26,1923.186,759.158,1630.826,8008.546,FALSE,1,1.011,293,79
"182628","Bmsy[3]",5630.269,2340.026,3065.013,4926.109,11939.209,FALSE,1,1.01,613,79
"182728","Bmsy[4]",4197.257,2117.793,2087.115,3511.692,9834.691,FALSE,1,1.004,780,79
"182828","Fmsy[1]",0.004,0.006,0,0.002,0.02,FALSE,1,1.003,2982,79
"182928","Fmsy[2]",0.005,0.007,0,0.003,0.022,FALSE,1,1.015,3000,79
"183028","Fmsy[3]",0.003,0.004,0,0.002,0.014,FALSE,1,1,3000,79
"183128","Fmsy[4]",0.003,0.004,0,0.002,0.015,FALSE,1,1.004,3000,79
"183228","Hmsy[1]",0.004,0.006,0,0.002,0.02,FALSE,1,1.003,2982,79
"183328","Hmsy[2]",0.005,0.007,0,0.003,0.022,FALSE,1,1.015,3000,79
"183428","Hmsy[3]",0.003,0.004,0,0.002,0.014,FALSE,1,1,3000,79
"183528","Hmsy[4]",0.003,0.004,0,0.002,0.015,FALSE,1,1.004,3000,79
"183628","Stock.Status[1]",0.597,0.235,0.193,0.589,1.071,FALSE,1,1.005,411,79
"183728","Stock.Status[2]",0.396,0.229,0.073,0.364,0.893,FALSE,1,1.005,535,79
"183828","Stock.Status[3]",0.449,0.152,0.185,0.446,0.741,FALSE,1,1.003,794,79
"183928","Stock.Status[4]",0.77,0.289,0.264,0.769,1.324,FALSE,1,1.002,826,79
"184028","Proj1_biomass",7267.331,644.581,6028.088,7265.228,8547.54,FALSE,1,1.002,1033,79
"184128","Bmsyseo",16012.748,3488.903,10641.192,15599.3,24224.152,FALSE,1,1.004,1481,79
"184228","Fmsyseo",0.004,0.003,0,0.003,0.013,FALSE,1,1.001,3000,79
"184328","Fmsyseo2",0.004,0.003,0,0.003,0.013,FALSE,1,1.001,3000,79
"184428","Stock.Status.SEO",0.488,0.109,0.302,0.477,0.718,FALSE,1,1.002,1090,79
"185728","deviance",4537.902,26.501,4487.847,4537.682,4591.079,FALSE,1,1,3000,79
"1136","r[1]",0.01,0.01,0,0.007,0.036,FALSE,1,1.002,2852,80
"267","r[2]",0.016,0.022,0,0.01,0.073,FALSE,1,1.008,2327,80
"329","r[3]",0.005,0.006,0,0.003,0.022,FALSE,1,1,3000,80
"429","r[4]",0.019,0.021,0,0.013,0.078,FALSE,1,1.023,735,80
"529","K[1]",9448.072,4940.346,4658.874,7862.646,22410.282,FALSE,1,1.023,194,80
"629","K[2]",6330.454,4978.047,1939.662,4542.49,20406.189,FALSE,1,1.001,3000,80
"729","K[3]",12935.185,5478.721,7606.112,11228.925,27540.121,FALSE,1,1.002,1119,80
"829","K[4]",11081.193,5640.311,5010.696,9428.196,26321.132,FALSE,1,1.003,1695,80
"929","phi[1]",0.68,0.264,0.207,0.682,1.126,FALSE,1,1.008,255,80
"1029","phi[2]",0.546,0.304,0.095,0.507,1.11,FALSE,1,1.001,2111,80
"1137","phi[3]",0.788,0.237,0.312,0.818,1.134,FALSE,1,1.001,2074,80
"1231","phi[4]",0.621,0.264,0.184,0.605,1.113,FALSE,1,1,3000,80
"1329","bigphi",0.735,0.208,0.319,0.75,1.1,FALSE,1,1,3000,80
"1429","R.hyp",0.025,0.032,0.001,0.014,0.133,FALSE,1,1.003,2305,80
"1529","Kseo",39794.904,8771.15,25840.191,38616.776,60792.619,FALSE,1,1.001,3000,80
"1636","sigma",0.026,0.019,0.007,0.019,0.074,FALSE,1,1,3000,80
"1729","eta",191.195,308.745,0.758,72.88,1208.492,FALSE,1,1.014,618,80
"1854","rB1",2.258,3.983,0.024,0.855,14.469,FALSE,1,1.014,881,80
"1929","rB2",188.937,305.656,0.687,71.865,1195.263,FALSE,1,1.014,619,80
"2029","pi[1]",0.238,0.101,0.107,0.213,0.486,FALSE,1,1.017,168,80
"2131","pi[2]",0.156,0.101,0.048,0.122,0.432,FALSE,1,1.001,3000,80
"2229","pi[3]",0.328,0.11,0.169,0.307,0.589,FALSE,1,1.006,505,80
"2329","pi[4]",0.278,0.111,0.119,0.254,0.548,FALSE,1,1.002,1045,80
"2429","phiTau",1.82,5.787,0.506,1.156,6.12,FALSE,1,1.236,3000,80
"162729","qsCPUE[1]",2.587,0.306,2.044,2.569,3.251,FALSE,1,1.001,1218,80
"162829","qsCPUE[2]",10.452,2.063,6.969,10.255,15.055,FALSE,1,1.003,1349,80
"162929","qsCPUE[3]",5.367,0.463,4.508,5.346,6.321,FALSE,1,1,3000,80
"163029","qsCPUE[4]",3.586,0.376,2.902,3.561,4.385,FALSE,1,1.001,3000,80
"163129","Tau1",0.207,0.103,0.03,0.196,0.458,FALSE,1,1.002,1493,80
"163229","Tau2",0,0,0,0,0,FALSE,1,NA,1,80
"163329","Tau3",0.091,0.051,0.014,0.087,0.198,FALSE,1,1.002,1356,80
"182029","MSY[1]",25.766,23.483,0.582,19.977,83.738,FALSE,1,1.001,3000,80
"182129","MSY[2]",23.833,21.862,0.411,18.882,79.726,FALSE,1,1,3000,80
"182229","MSY[3]",20.306,20.558,0.553,13.973,74.451,FALSE,1,1,3000,80
"182329","MSY[4]",55.725,40.66,1.551,49.676,152.874,FALSE,1,1.005,1413,80
"182429","Bmsy[1]",3779.229,1976.138,1863.55,3145.058,8964.113,FALSE,1,1.023,194,80
"182529","Bmsy[2]",2532.182,1991.219,775.865,1816.996,8162.475,FALSE,1,1.001,3000,80
"182629","Bmsy[3]",5174.074,2191.488,3042.445,4491.57,11016.049,FALSE,1,1.002,1119,80
"182729","Bmsy[4]",4432.477,2256.124,2004.279,3771.278,10528.453,FALSE,1,1.003,1695,80
"182829","Fmsy[1]",0.008,0.008,0,0.006,0.03,FALSE,1,1.002,2852,80
