"","parameter","mean","sd","2.5%","50%","97.5%","overlap0","f","Rhat","n.eff","iter"
"165","sigma",0.039,0.022,0.008,0.038,0.079,FALSE,1,1,3000,56
"175","eta",225.845,322.066,1.147,99.877,1227.922,FALSE,1,1,3000,56
"185","rB1",2.659,4.621,0.019,0.931,16.056,FALSE,1,1.002,3000,56
"195","rB2",223.186,318.516,0.982,98.523,1211.966,FALSE,1,1,3000,56
"205","pi[1]",0.259,0.099,0.122,0.237,0.509,FALSE,1,1.003,2077,56
"215","pi[2]",0.154,0.096,0.052,0.122,0.414,FALSE,1,1.01,335,56
"225","pi[3]",0.33,0.104,0.166,0.315,0.563,FALSE,1,1.001,3000,56
"235","pi[4]",0.258,0.102,0.121,0.234,0.514,FALSE,1,1.004,584,56
"245","phiTau",1.716,2.784,0.508,1.176,5.875,FALSE,1,1.04,3000,56
"16275","qsCPUE[1]",2.261,0.314,1.711,2.241,2.947,FALSE,1,1,3000,56
"16285","qsCPUE[2]",10.777,2.076,7.168,10.551,15.167,FALSE,1,1.005,448,56
"16295","qsCPUE[3]",4.975,0.491,4.082,4.947,5.979,FALSE,1,1.001,3000,56
"16305","qsCPUE[4]",4.751,0.523,3.795,4.721,5.836,FALSE,1,1.001,2114,56
"16315","Tau1",0.483,0.15,0.256,0.459,0.857,FALSE,1,1.002,1169,56
"16325","Tau2",0,0,0,0,0,FALSE,1,NA,1,56
"16335","Tau3",0.131,0.062,0.019,0.132,0.251,FALSE,1,1.002,1100,56
"18205","MSY[1]",31.373,31.416,0.506,22.742,111.47,FALSE,1,1,3000,56
"18215","MSY[2]",14.522,15.189,0.271,10.132,52.083,FALSE,1,1.007,782,56
"18225","MSY[3]",51.031,35.43,0.991,47.473,130.77,FALSE,1,1.001,1684,56
"18235","MSY[4]",21.578,21.553,0.475,15.153,77.174,FALSE,1,1.001,3000,56
"18245","Bmsy[1]",4035.552,1953.256,1978.814,3457.68,9556.025,FALSE,1,1.004,3000,56
"18255","Bmsy[2]",2450.258,1894.09,845.247,1768.255,7588.881,FALSE,1,1.017,379,56
"18265","Bmsy[3]",5095.638,1989.75,2848.592,4553.941,10316.522,FALSE,1,1,2764,56
"18275","Bmsy[4]",4022,1976.367,1996.624,3393.474,9556.93,FALSE,1,1.003,1049,56
"18285","Fmsy[1]",0.009,0.012,0,0.006,0.036,FALSE,1,1.002,3000,56
"18295","Fmsy[2]",0.008,0.008,0,0.005,0.029,FALSE,1,1.001,3000,56
"18305","Fmsy[3]",0.011,0.009,0,0.01,0.032,FALSE,1,1.001,3000,56
"18315","Fmsy[4]",0.006,0.007,0,0.004,0.026,FALSE,1,1,3000,56
"18325","Hmsy[1]",0.009,0.012,0,0.006,0.036,FALSE,1,1.002,3000,56
"18335","Hmsy[2]",0.008,0.008,0,0.005,0.029,FALSE,1,1.001,3000,56
"18345","Hmsy[3]",0.011,0.009,0,0.01,0.032,FALSE,1,1.001,3000,56
"18355","Hmsy[4]",0.006,0.007,0,0.004,0.026,FALSE,1,1,3000,56
"18365","Stock.Status[1]",0.817,0.318,0.28,0.796,1.452,FALSE,1,1,3000,56
"18375","Stock.Status[2]",0.566,0.301,0.125,0.535,1.216,FALSE,1,1.005,406,56
"18385","Stock.Status[3]",0.619,0.211,0.261,0.607,1.048,FALSE,1,1,2851,56
"18395","Stock.Status[4]",0.734,0.281,0.263,0.729,1.274,FALSE,1,1.001,1159,56
"18405","Proj1_biomass",9016.218,862.659,7441.458,8973.774,10903.499,FALSE,1,1,3000,56
"18415","Bmsyseo",15603.447,3459.634,10227.884,15183.082,23609.014,FALSE,1,1,3000,56
"18425","Fmsyseo",0.008,0.006,0.001,0.007,0.023,FALSE,1,1,3000,56
"18435","Fmsyseo2",0.008,0.006,0.001,0.007,0.023,FALSE,1,1,3000,56
"18445","Stock.Status.SEO",0.608,0.143,0.369,0.597,0.923,FALSE,1,1,3000,56
"18575","deviance",4575.262,28.033,4521.736,4574.049,4634.041,FALSE,1,1,3000,56
"120","r[1]",0.023,0.019,0,0.02,0.068,FALSE,1,1.001,3000,57
"210","r[2]",0.014,0.017,0,0.009,0.059,FALSE,1,1.001,2172,57
"36","r[3]",0.022,0.013,0.001,0.02,0.052,FALSE,1,1,3000,57
"46","r[4]",0.005,0.006,0,0.002,0.022,FALSE,1,1,3000,57
"56","K[1]",9529.264,5088.481,4297.357,8012.622,22993.973,FALSE,1,1.003,686,57
"66","K[2]",6631.681,4682.423,2408.684,5112.217,19579.65,FALSE,1,1.002,3000,57
"76","K[3]",12686.116,5413.524,6923.131,11131.769,27373.204,FALSE,1,1.003,1502,57
"86","K[4]",11768.988,5204.206,5993.948,10444.559,25001.796,FALSE,1,1.005,1611,57
"96","phi[1]",0.629,0.281,0.157,0.617,1.112,FALSE,1,1.004,416,57
"106","phi[2]",0.617,0.29,0.132,0.61,1.122,FALSE,1,1,2822,57
"1110","phi[3]",0.722,0.252,0.248,0.733,1.127,FALSE,1,1.001,1729,57
"126","phi[4]",0.784,0.244,0.303,0.81,1.133,FALSE,1,1,3000,57
"136","bigphi",0.741,0.21,0.295,0.753,1.104,FALSE,1,1,2717,57
"146","R.hyp",0.03,0.034,0.001,0.019,0.144,FALSE,1,1,3000,57
"156","Kseo",40616.048,8652.342,26960.436,39707.931,59901.424,FALSE,1,1,3000,57
"166","sigma",0.049,0.021,0.009,0.051,0.081,FALSE,1,1,3000,57
"176","eta",121.941,218.486,0.76,46.621,799.503,FALSE,1,1.001,3000,57
"186","rB1",1.994,4.026,0.024,0.736,12.1,FALSE,1,1,3000,57
"196","rB2",119.948,215.23,0.693,45.77,786.724,FALSE,1,1.001,3000,57
"206","pi[1]",0.234,0.1,0.103,0.21,0.496,FALSE,1,1.004,442,57
"216","pi[2]",0.162,0.095,0.059,0.132,0.422,FALSE,1,1,3000,57
"226","pi[3]",0.314,0.105,0.16,0.294,0.574,FALSE,1,1.004,1065,57
"236","pi[4]",0.291,0.103,0.138,0.275,0.536,FALSE,1,1.002,2421,57
"246","phiTau",1.664,1.705,0.511,1.154,6.341,FALSE,1,1,3000,57
"16276","qsCPUE[1]",2.758,0.392,2.105,2.728,3.632,FALSE,1,1.002,819,57
"16286","qsCPUE[2]",9.184,1.883,6.064,9.004,13.339,FALSE,1,1.002,1292,57
"16296","qsCPUE[3]",5.816,0.59,4.754,5.785,7.082,FALSE,1,1,3000,57
"16306","qsCPUE[4]",3.356,0.426,2.601,3.333,4.24,FALSE,1,1,3000,57
"16316","Tau1",0.487,0.158,0.244,0.46,0.866,FALSE,1,1.001,1537,57
"16326","Tau2",0,0,0,0,0,FALSE,1,NA,1,57
"16336","Tau3",0.095,0.056,0.014,0.089,0.214,FALSE,1,1,3000,57
"18206","MSY[1]",61.867,38.93,1.419,60.416,144.863,FALSE,1,1.002,1369,57
"18216","MSY[2]",22.443,21.376,0.358,17.216,77.027,FALSE,1,1.002,813,57
"18226","MSY[3]",82.623,44.265,3.493,82.088,170.497,FALSE,1,1,3000,57
"18236","MSY[4]",16.769,19.38,0.503,9.73,70.113,FALSE,1,1.002,3000,57
"18246","Bmsy[1]",3811.706,2035.393,1718.943,3205.049,9197.589,FALSE,1,1.003,686,57
"18256","Bmsy[2]",2652.672,1872.969,963.474,2044.887,7831.86,FALSE,1,1.002,3000,57
"18266","Bmsy[3]",5074.446,2165.41,2769.253,4452.707,10949.282,FALSE,1,1.003,1502,57
"18276","Bmsy[4]",4707.595,2081.683,2397.579,4177.824,10000.718,FALSE,1,1.005,1611,57
"18286","Fmsy[1]",0.02,0.016,0,0.017,0.057,FALSE,1,1.001,3000,57
"18296","Fmsy[2]",0.012,0.015,0,0.007,0.049,FALSE,1,1.001,2172,57
"18306","Fmsy[3]",0.018,0.011,0.001,0.017,0.044,FALSE,1,1,3000,57
"18316","Fmsy[4]",0.004,0.005,0,0.002,0.019,FALSE,1,1,3000,57
"18326","Hmsy[1]",0.02,0.016,0,0.017,0.057,FALSE,1,1.001,3000,57
"18336","Hmsy[2]",0.012,0.015,0,0.007,0.049,FALSE,1,1.001,2172,57
"18346","Hmsy[3]",0.018,0.011,0.001,0.017,0.044,FALSE,1,1,3000,57
"18356","Hmsy[4]",0.004,0.005,0,0.002,0.019,FALSE,1,1,3000,57
"18366","Stock.Status[1]",0.592,0.266,0.182,0.564,1.196,FALSE,1,1.002,1274,57
"18376","Stock.Status[2]",0.694,0.357,0.153,0.649,1.488,FALSE,1,1,3000,57
"18386","Stock.Status[3]",0.608,0.21,0.238,0.601,1.033,FALSE,1,1.001,2394,57
"18396","Stock.Status[4]",0.774,0.278,0.298,0.755,1.343,FALSE,1,1.001,2631,57
"18406","Proj1_biomass",9051.11,922.034,7440.837,8979.493,11053.686,FALSE,1,1.002,932,57
"18416","Bmsyseo",16246.419,3460.937,10784.174,15883.172,23960.569,FALSE,1,1,3000,57
"18426","Fmsyseo",0.012,0.007,0.002,0.011,0.027,FALSE,1,1,3000,57
"18436","Fmsyseo2",0.012,0.007,0.002,0.011,0.027,FALSE,1,1,3000,57
"18446","Stock.Status.SEO",0.583,0.133,0.361,0.567,0.875,FALSE,1,1,3000,57
"18576","deviance",4587.825,27.716,4534.203,4587.406,4644.16,FALSE,1,1.001,3000,57
"127","r[1]",0.014,0.016,0,0.009,0.057,FALSE,1,1.005,2422,58
"217","r[2]",0.042,0.043,0.001,0.027,0.17,FALSE,1,1.004,617,58
"37","r[3]",0.007,0.008,0,0.004,0.028,FALSE,1,1,3000,58
"47","r[4]",0.006,0.008,0,0.003,0.027,FALSE,1,1.001,3000,58
"57","K[1]",10387.165,4969.561,5222.488,8943.669,24166.229,FALSE,1,1.001,3000,58
"67","K[2]",5749.331,4269.54,1641.735,4340.715,17863.252,FALSE,1,1.008,407,58
"77","K[3]",13722.167,5215.969,7669.207,12336.403,28293.418,FALSE,1,1.004,705,58
"87","K[4]",11212.414,4847.61,5832.763,9782.859,24477.253,FALSE,1,1.002,2585,58
"97","phi[1]",0.708,0.258,0.229,0.724,1.129,FALSE,1,1,3000,58
"107","phi[2]",0.495,0.291,0.084,0.448,1.088,FALSE,1,1.001,2511,58
"1111","phi[3]",0.776,0.233,0.319,0.786,1.133,FALSE,1,1.003,663,58
"128","phi[4]",0.773,0.242,0.297,0.798,1.134,FALSE,1,1,3000,58
"137","bigphi",0.735,0.211,0.294,0.749,1.11,FALSE,1,1.001,1773,58
"147","R.hyp",0.033,0.038,0.001,0.019,0.154,FALSE,1,1.001,2878,58
"157","Kseo",41071.077,8639.605,27401.003,40029.723,60631.802,FALSE,1,1,3000,58
"167","sigma",0.049,0.02,0.01,0.05,0.08,FALSE,1,1,3000,58
"177","eta",117.428,236.144,0.394,32.572,882.083,FALSE,1,1.009,1147,58
"187","rB1",1.741,4.134,0.012,0.524,12.96,FALSE,1,1.014,1003,58
"197","rB2",115.687,232.891,0.357,31.923,860.975,FALSE,1,1.009,1158,58
"207","pi[1]",0.252,0.095,0.123,0.23,0.501,FALSE,1,1.002,3000,58
"218","pi[2]",0.138,0.089,0.04,0.111,0.377,FALSE,1,1.007,391,58
"227","pi[3]",0.336,0.099,0.181,0.322,0.561,FALSE,1,1.005,444,58
"237","pi[4]",0.274,0.094,0.139,0.256,0.509,FALSE,1,1.001,2556,58
"247","phiTau",1.755,4.139,0.507,1.172,5.699,FALSE,1,1.204,995,58
"16277","qsCPUE[1]",2.134,0.313,1.578,2.118,2.809,FALSE,1,1,3000,58
"16287","qsCPUE[2]",8.402,1.828,5.354,8.209,12.42,FALSE,1,1.003,603,58
"16297","qsCPUE[3]",5.582,0.591,4.535,5.552,6.842,FALSE,1,1.001,3000,58
"16307","qsCPUE[4]",3.95,0.486,3.091,3.915,4.981,FALSE,1,1.001,1552,58
"16317","Tau1",0.55,0.147,0.32,0.528,0.89,FALSE,1,1.001,3000,58
"16327","Tau2",0,0,0,0,0,FALSE,1,NA,1,58
"16337","Tau3",0.217,0.064,0.082,0.219,0.334,FALSE,1,1,3000,58
"18207","MSY[1]",40.406,37.557,0.607,30.41,130.478,FALSE,1,1,3000,58
"18217","MSY[2]",51.573,33.078,1.283,49.958,126.034,FALSE,1,1.001,2898,58
"18227","MSY[3]",29.276,29.595,0.665,19.314,105.812,FALSE,1,1,3000,58
"18237","MSY[4]",19.003,21.664,0.446,10.874,77.776,FALSE,1,1,3000,58
"18247","Bmsy[1]",4154.866,1987.825,2088.995,3577.468,9666.492,FALSE,1,1.001,3000,58
"18257","Bmsy[2]",2299.732,1707.816,656.694,1736.286,7145.301,FALSE,1,1.008,407,58
"18267","Bmsy[3]",5488.867,2086.388,3067.683,4934.561,11317.367,FALSE,1,1.004,705,58
"18277","Bmsy[4]",4484.966,1939.044,2333.105,3913.144,9790.901,FALSE,1,1.002,2585,58
"18287","Fmsy[1]",0.012,0.013,0,0.008,0.048,FALSE,1,1.005,2422,58
"18297","Fmsy[2]",0.035,0.036,0.001,0.023,0.143,FALSE,1,1.004,617,58
"18307","Fmsy[3]",0.006,0.007,0,0.004,0.023,FALSE,1,1,3000,58
"18317","Fmsy[4]",0.005,0.007,0,0.002,0.023,FALSE,1,1.001,3000,58
"18327","Hmsy[1]",0.012,0.013,0,0.008,0.048,FALSE,1,1.005,2422,58
"18337","Hmsy[2]",0.035,0.036,0.001,0.023,0.143,FALSE,1,1.004,617,58
"18347","Hmsy[3]",0.006,0.007,0,0.004,0.023,FALSE,1,1,3000,58
"18357","Hmsy[4]",0.005,0.007,0,0.002,0.023,FALSE,1,1.001,3000,58
"18367","Stock.Status[1]",0.791,0.309,0.267,0.772,1.436,FALSE,1,1,3000,58
"18377","Stock.Status[2]",0.983,0.585,0.209,0.857,2.231,FALSE,1,1.004,528,58
"18387","Stock.Status[3]",0.585,0.186,0.254,0.573,0.955,FALSE,1,1.003,609,58
"18397","Stock.Status[4]",0.883,0.309,0.343,0.867,1.505,FALSE,1,1,3000,58
"18407","Proj1_biomass",10526.853,1101.734,8560.887,10449.789,12904.062,FALSE,1,1.003,985,58
"18417","Bmsyseo",16428.431,3455.842,10960.401,16011.889,24252.721,FALSE,1,1,3000,58
"18427","Fmsyseo",0.009,0.006,0.001,0.008,0.025,FALSE,1,1.001,3000,58
"18437","Fmsyseo2",0.009,0.006,0.001,0.008,0.025,FALSE,1,1.001,3000,58
"18447","Stock.Status.SEO",0.677,0.152,0.416,0.662,1.008,FALSE,1,1,3000,58
"18577","deviance",4627.887,27.082,4577.527,4627.342,4683.5,FALSE,1,1,3000,58
"129","r[1]",0.005,0.006,0,0.003,0.023,FALSE,1,1.004,634,59
"219","r[2]",0.018,0.024,0,0.012,0.087,FALSE,1,1.008,1431,59
"38","r[3]",0.008,0.007,0,0.007,0.026,FALSE,1,1.002,974,59
"48","r[4]",0.007,0.008,0,0.004,0.028,FALSE,1,1.002,983,59
"58","K[1]",8986.916,4963.763,4144.875,7313.649,22736.457,FALSE,1,1.037,113,59
"68","K[2]",5897.837,4732.978,1743.662,4223.373,18935.35,FALSE,1,1.012,238,59
"78","K[3]",13946.012,6391.658,7253.048,11990.786,29990.665,FALSE,1,1.027,202,59
"88","K[4]",9952.93,5037.018,5170.497,8470.625,24052.959,FALSE,1,1.071,89,59
"98","phi[1]",0.67,0.271,0.2,0.669,1.122,FALSE,1,1.011,196,59
"108","phi[2]",0.544,0.301,0.088,0.506,1.102,FALSE,1,1.01,188,59
"1112","phi[3]",0.689,0.255,0.238,0.687,1.127,FALSE,1,1.005,524,59
"1210","phi[4]",0.714,0.254,0.233,0.723,1.125,FALSE,1,1.015,146,59
"138","bigphi",0.73,0.212,0.297,0.742,1.097,FALSE,1,1.001,2625,59
"148","R.hyp",0.021,0.031,0.001,0.011,0.13,FALSE,1,1.01,759,59
"158","Kseo",38783.696,8719.192,25037.165,37705.789,58509.961,FALSE,1,1.006,405,59
"168","sigma",0.031,0.021,0.007,0.024,0.077,FALSE,1,1.001,2397,59
"178","eta",187.782,298.319,0.674,68.834,1173.851,FALSE,1,1.007,613,59
"188","rB1",1.937,3.779,0.015,0.623,12.833,FALSE,1,1.012,668,59
"198","rB2",185.846,295.423,0.572,67.936,1168.156,FALSE,1,1.007,617,59
"208","pi[1]",0.232,0.106,0.098,0.203,0.495,FALSE,1,1.027,135,59
"2110","pi[2]",0.15,0.101,0.042,0.117,0.427,FALSE,1,1.02,127,59
"228","pi[3]",0.359,0.121,0.171,0.338,0.633,FALSE,1,1.02,158,59
"238","pi[4]",0.259,0.106,0.116,0.235,0.534,FALSE,1,1.039,100,59
"248","phiTau",1.733,3.169,0.509,1.155,6.215,FALSE,1,1.142,3000,59
"16278","qsCPUE[1]",2.529,0.355,1.909,2.502,3.269,FALSE,1,1.002,1329,59
"16288","qsCPUE[2]",9.172,1.87,6.096,8.996,13.406,FALSE,1,1,3000,59
"16298","qsCPUE[3]",5.52,0.51,4.573,5.497,6.569,FALSE,1,1,3000,59
"16308","qsCPUE[4]",3.924,0.444,3.14,3.898,4.898,FALSE,1,1.001,3000,59
"16318","Tau1",0.463,0.146,0.241,0.438,0.819,FALSE,1,1.001,3000,59
"16328","Tau2",0,0,0,0,0,FALSE,1,NA,1,59
"16338","Tau3",0.102,0.054,0.016,0.101,0.215,FALSE,1,1.001,1395,59
"18208","MSY[1]",13.569,15.029,0.356,8.314,53.567,FALSE,1,1,3000,59
"18218","MSY[2]",25.002,22.618,0.344,19.873,80.484,FALSE,1,1.002,1073,59
"18228","MSY[3]",35.539,30.792,0.747,28.874,108.005,FALSE,1,1.001,1199,59
"18238","MSY[4]",20.61,21.573,0.412,13.719,76.918,FALSE,1,1.001,3000,59
"18248","Bmsy[1]",3594.766,1985.505,1657.95,2925.46,9094.583,FALSE,1,1.037,113,59
"18258","Bmsy[2]",2359.135,1893.191,697.465,1689.349,7574.14,FALSE,1,1.012,238,59
"18268","Bmsy[3]",5578.405,2556.663,2901.219,4796.314,11996.266,FALSE,1,1.027,202,59
"18278","Bmsy[4]",3981.172,2014.807,2068.199,3388.25,9621.184,FALSE,1,1.071,89,59
"18288","Fmsy[1]",0.004,0.005,0,0.003,0.019,FALSE,1,1.004,634,59
"18298","Fmsy[2]",0.015,0.02,0,0.01,0.073,FALSE,1,1.008,1431,59
"18308","Fmsy[3]",0.007,0.006,0,0.006,0.022,FALSE,1,1.002,974,59
"18318","Fmsy[4]",0.006,0.007,0,0.004,0.024,FALSE,1,1.002,983,59
"18328","Hmsy[1]",0.004,0.005,0,0.003,0.019,FALSE,1,1.004,634,59
"18338","Hmsy[2]",0.015,0.02,0,0.01,0.073,FALSE,1,1.008,1431,59
"18348","Hmsy[3]",0.007,0.006,0,0.006,0.022,FALSE,1,1.002,974,59
"18358","Hmsy[4]",0.006,0.007,0,0.004,0.024,FALSE,1,1.002,983,59
"18368","Stock.Status[1]",0.371,0.164,0.113,0.358,0.719,FALSE,1,1.008,266,59
"18378","Stock.Status[2]",0.706,0.424,0.129,0.639,1.803,FALSE,1,1.008,254,59
"18388","Stock.Status[3]",0.412,0.151,0.159,0.408,0.712,FALSE,1,1.006,413,59
"18398","Stock.Status[4]",0.776,0.279,0.273,0.778,1.306,FALSE,1,1.015,146,59
"18408","Proj1_biomass",6651.008,659.907,5527.796,6595.63,8113.466,FALSE,1,1.001,2291,59
"18418","Bmsyseo",15513.478,3487.677,10014.866,15082.315,23403.984,FALSE,1,1.006,405,59
"18428","Fmsyseo",0.006,0.005,0.001,0.005,0.018,FALSE,1,1.004,584,59
"18438","Fmsyseo2",0.006,0.005,0.001,0.005,0.018,FALSE,1,1.004,584,59
"18448","Stock.Status.SEO",0.46,0.109,0.28,0.448,0.707,FALSE,1,1.003,552,59
"18578","deviance",4508.226,27.71,4457.484,4507.638,4563.66,FALSE,1,1,3000,59
"130","r[1]",0.007,0.007,0,0.004,0.027,FALSE,1,1.004,1467,60
"220","r[2]",0.01,0.011,0,0.007,0.039,FALSE,1,1.005,1780,60
"39","r[3]",0.008,0.007,0,0.007,0.028,FALSE,1,1,2090,60
"49","r[4]",0.004,0.005,0,0.002,0.019,FALSE,1,1.002,3000,60
"59","K[1]",9867.512,5324.488,4431.291,8139.606,24684.074,FALSE,1,1.007,305,60
"69","K[2]",5915.588,4280.277,2055.981,4517.3,18263.326,FALSE,1,1.076,57,60
"79","K[3]",12837.971,4908.896,7211.411,11566.895,25890.06,FALSE,1,1.047,128,60
"89","K[4]",9713.347,5260.684,4701.104,8073.605,23455.598,FALSE,1,1.041,164,60
"99","phi[1]",0.637,0.271,0.189,0.63,1.116,FALSE,1,1.007,288,60
"109","phi[2]",0.552,0.292,0.108,0.512,1.109,FALSE,1,1.02,114,60
"1113","phi[3]",0.713,0.225,0.292,0.719,1.116,FALSE,1,1.022,274,60
"1211","phi[4]",0.695,0.264,0.222,0.697,1.127,FALSE,1,1.008,269,60
"139","bigphi",0.729,0.214,0.283,0.737,1.1,FALSE,1,1.001,3000,60
"149","R.hyp",0.017,0.026,0.001,0.009,0.102,FALSE,1,1,3000,60
"159","Kseo",38334.418,8368.895,25460.295,37216.669,57284.758,FALSE,1,1.007,337,60
"169","sigma",0.031,0.021,0.007,0.025,0.078,FALSE,1,1.001,2803,60
"179","eta",219.535,329.371,0.71,90.669,1332.346,FALSE,1,1.001,3000,60
"189","rB1",1.945,3.612,0.015,0.693,12.122,FALSE,1,1.001,3000,60
"199","rB2",217.589,326.759,0.639,90.219,1320.02,FALSE,1,1.001,3000,60
"209","pi[1]",0.256,0.112,0.11,0.227,0.531,FALSE,1,1.013,159,60
"2111","pi[2]",0.153,0.095,0.052,0.123,0.413,FALSE,1,1.078,49,60
"229","pi[3]",0.337,0.102,0.178,0.324,0.573,FALSE,1,1.02,236,60
"239","pi[4]",0.253,0.107,0.112,0.226,0.506,FALSE,1,1.027,180,60
"249","phiTau",1.683,1.965,0.522,1.152,6.359,FALSE,1,1.024,1434,60
"16279","qsCPUE[1]",2.532,0.334,1.941,2.51,3.227,FALSE,1,1,3000,60
"16289","qsCPUE[2]",11.374,2.301,7.534,11.13,16.634,FALSE,1,1.001,2474,60
"16299","qsCPUE[3]",5.86,0.559,4.86,5.834,7.027,FALSE,1,1.005,453,60
"16309","qsCPUE[4]",4.816,0.534,3.855,4.797,5.91,FALSE,1,1.001,1531,60
"16319","Tau1",0.453,0.132,0.259,0.432,0.781,FALSE,1,1.001,2080,60
"16329","Tau2",0,0,0,0,0,FALSE,1,NA,1,60
"16339","Tau3",0.135,0.063,0.02,0.135,0.257,FALSE,1,1,3000,60
"18209","MSY[1]",19.533,20.734,0.416,12.572,75.256,FALSE,1,1,3000,60
"18219","MSY[2]",16.503,17.26,0.251,11.775,61.609,FALSE,1,1.023,267,60
"18229","MSY[3]",33.462,27.601,0.824,28.282,101.416,FALSE,1,1.007,387,60
"18239","MSY[4]",12.515,14.944,0.356,7.227,51.787,FALSE,1,1.005,2262,60
"18249","Bmsy[1]",3947.005,2129.795,1772.516,3255.843,9873.63,FALSE,1,1.007,305,60
"18259","Bmsy[2]",2366.235,1712.111,822.392,1806.92,7305.33,FALSE,1,1.076,57,60
"18269","Bmsy[3]",5135.188,1963.558,2884.564,4626.758,10356.024,FALSE,1,1.047,128,60
"18279","Bmsy[4]",3885.339,2104.274,1880.442,3229.442,9382.239,FALSE,1,1.041,164,60
"18289","Fmsy[1]",0.006,0.006,0,0.004,0.023,FALSE,1,1.004,1467,60
"18299","Fmsy[2]",0.009,0.009,0,0.006,0.032,FALSE,1,1.005,1780,60
"18309","Fmsy[3]",0.007,0.006,0,0.006,0.023,FALSE,1,1,2090,60
"18319","Fmsy[4]",0.004,0.005,0,0.002,0.016,FALSE,1,1.002,3000,60
"18329","Hmsy[1]",0.006,0.006,0,0.004,0.023,FALSE,1,1.004,1467,60
"18339","Hmsy[2]",0.009,0.009,0,0.006,0.032,FALSE,1,1.005,1780,60
"18349","Hmsy[3]",0.007,0.006,0,0.006,0.023,FALSE,1,1,2090,60
"18359","Hmsy[4]",0.004,0.005,0,0.002,0.016,FALSE,1,1.002,3000,60
"18369","Stock.Status[1]",0.446,0.195,0.133,0.432,0.856,FALSE,1,1.009,236,60
"18379","Stock.Status[2]",0.471,0.258,0.103,0.439,1.039,FALSE,1,1.015,147,60
"18389","Stock.Status[3]",0.393,0.13,0.169,0.383,0.666,FALSE,1,1.014,499,60
"18399","Stock.Status[4]",0.617,0.241,0.212,0.605,1.09,FALSE,1,1.007,306,60
"18409","Proj1_biomass",5904.682,563.403,4917.465,5876.197,7176.315,FALSE,1,1.001,3000,60
"18419","Bmsyseo",15333.767,3347.558,10184.118,14886.668,22913.903,FALSE,1,1.007,337,60
"18429","Fmsyseo",0.006,0.004,0.001,0.004,0.017,FALSE,1,1,3000,60
"18439","Fmsyseo2",0.006,0.004,0.001,0.004,0.017,FALSE,1,1,3000,60
"18449","Stock.Status.SEO",0.41,0.093,0.253,0.402,0.605,FALSE,1,1.006,518,60
"18579","deviance",4552.987,26.657,4503.041,4552.533,4607.609,FALSE,1,1.001,3000,60
"140","r[1]",0.033,0.036,0.001,0.022,0.15,FALSE,1,1.002,1224,61
"230","r[2]",0.051,0.043,0.005,0.036,0.172,FALSE,1,1.004,734,61
"310","r[3]",0.013,0.011,0,0.01,0.04,FALSE,1,1.001,3000,61
"410","r[4]",0.014,0.017,0,0.009,0.053,FALSE,1,1.002,3000,61
"510","K[1]",9433.032,4770.521,4447.682,7976.601,22784.77,FALSE,1,1.012,587,61
"610","K[2]",4177.175,3490.829,1259.517,2916.46,14137.759,FALSE,1,1.015,948,61
"710","K[3]",13501.21,5343.854,7948.923,11890.515,28476.598,FALSE,1,1.005,1577,61
"810","K[4]",10506.574,5146.303,5589.003,8813.902,24419.579,FALSE,1,1.006,765,61
"910","phi[1]",0.635,0.263,0.195,0.618,1.114,FALSE,1,1,3000,61
"1010","phi[2]",0.524,0.301,0.081,0.482,1.101,FALSE,1,1,3000,61
"1114","phi[3]",0.781,0.236,0.318,0.805,1.137,FALSE,1,1,3000,61
"1212","phi[4]",0.741,0.253,0.253,0.76,1.132,FALSE,1,1.002,1039,61
"1310","bigphi",0.733,0.209,0.304,0.743,1.097,FALSE,1,1,2288,61
"1410","R.hyp",0.042,0.04,0.004,0.028,0.162,FALSE,1,1.001,3000,61
"1510","Kseo",37617.992,8293.205,24711.392,36391.342,57211.93,FALSE,1,1.004,741,61
"1610","sigma",0.026,0.019,0.007,0.019,0.075,FALSE,1,1.001,3000,61
"1710","eta",144.114,275.672,0.733,42.185,1042.406,FALSE,1,1.001,3000,61
"1810","rB1",3.351,7.077,0.021,1.089,23.084,FALSE,1,1,3000,61
"1910","rB2",140.763,269.691,0.625,41.021,1019.835,FALSE,1,1.001,3000,61
"2010","pi[1]",0.25,0.099,0.111,0.231,0.497,FALSE,1,1.004,708,61
"2112","pi[2]",0.11,0.079,0.031,0.083,0.338,FALSE,1,1.004,2215,61
"2210","pi[3]",0.361,0.109,0.191,0.344,0.621,FALSE,1,1.002,3000,61
"2310","pi[4]",0.278,0.102,0.138,0.255,0.545,FALSE,1,1.006,563,61
"2410","phiTau",1.655,1.993,0.502,1.147,5.718,FALSE,1,1.026,3000,61
"162710","qsCPUE[1]",2.458,0.338,1.858,2.43,3.192,FALSE,1,1.004,469,61
"162810","qsCPUE[2]",16.491,3.52,10.591,16.167,24.339,FALSE,1,1.001,2329,61
"162910","qsCPUE[3]",5.834,0.581,4.794,5.793,7.133,FALSE,1,1,3000,61
"163010","qsCPUE[4]",3.64,0.426,2.858,3.623,4.506,FALSE,1,1,3000,61
"163110","Tau1",0.371,0.12,0.192,0.352,0.668,FALSE,1,1.002,1682,61
"163210","Tau2",0,0,0,0,0,FALSE,1,NA,1,61
"163310","Tau3",0.202,0.058,0.081,0.204,0.313,FALSE,1,1,3000,61
